StationId,Date,ObservationType,TemperatureMin(F),TemperatureMax(F),RelativeHumidityMin(%),RelativeHumidityMax(%),Precipitation24hr(in),WindSpeedMax(mph),GustSpeedMax(mph),GustDirection(degrees),GustDirectionMaxTime(hh),MaxSolarRadiation(W/m2),DailySnowFlag
10402,2025-06-02,O,58,87,43,100,0.00,4,9,223,15,845,0
10702,2025-06-02,O,60,86,47,100,0.00,3,8,289,10,803,0
16703,2025-06-02,O,68,91,44,97,0.00,5,12,214,12,942,0
20114,2025-06-02,O,50,68,38,100,0.02,9,22,118,14,764,0
20211,2025-06-02,O,48,57,64,100,0.47,10,18,278,23,291,0
20224,2025-06-02,O,54,65,48,99,0.49,11,23,243,23,596,0
20401,2025-06-02,O,48,63,44,100,0.28,14,28,237,17,1009,0
21008,2025-06-02,O,63,85,29,97,0.12,16,27,301,16,918,0
21503,2025-06-02,O,69,95,27,95,0.00,6,13,266,11,975,0
21504,2025-06-02,O,65,87,33,96,0.02,10,22,146,15,893,0
31404,2025-06-02,O,63,86,50,94,0.00,7,19,162,14,805,0
32101,2025-06-02,O,62,82,50,100,0.00,8,17,196,13,883,0
33001,2025-06-02,O,63,89,42,100,0.00,6,15,178,16,971,0
36502,2025-06-02,O,62,90,40,96,0.00,6,13,225,12,932,0
40203,2025-06-02,O,49,76,14,37,0.00,17,29,19,1,1040,0
40242,2025-06-02,O,53,83,10,48,0.00,10,21,64,16,932,0
40244,2025-06-02,O,48,87,11,61,0.00,15,26,86,4,1010,0
40247,2025-06-02,O,48,78,17,50,0.00,14,26,73,1,991,0
40302,2025-06-02,O,44,74,17,41,0.00,18,27,67,3,1012,0
40313,2025-06-02,O,37,72,12,69,0.00,7,15,338,18,1064,0
40402,2025-06-02,O,54,88,21,44,0.00,10,17,64,3,973,0
40404,2025-06-02,O,56,84,22,36,0.00,9,19,91,3,915,0
40423,2025-06-02,O,46,87,30,97,0.00,4,11,96,17,955,0
40501,2025-06-02,O,54,98,11,75,0.00,6,17,316,19,1047,0
40518,2025-06-02,O,56,86,14,33,0.00,17,31,309,0,1013,0
40632,2025-06-02,O,68,89,12,34,0.00,10,20,293,7,898,0
40703,2025-06-02,O,36,79,18,83,0.00,5,14,337,17,997,0
40725,2025-06-02,O,37,74,14,69,0.00,11,21,321,17,1051,0
40728,2025-06-02,O,49,84,9,37,0.00,12,23,48,0,1010,0
40731,2025-06-02,O,43,80,14,53,0.00,3,12,260,17,1014,0
41001,2025-06-02,O,50,79,42,96,0.00,15,25,341,15,979,0
41101,2025-06-02,O,61,83,15,28,0.00,4,10,162,14,1012,0
41201,2025-06-02,O,56,90,22,86,0.00,5,15,232,9,945,0
42108,2025-06-02,O,51,76,28,81,0.00,23,28,256,17,964,0
42202,2025-06-02,O,54,95,16,87,0.00,8,19,350,8,941,0
42308,2025-06-02,O,48,68,56,96,0.00,10,18,247,15,1010,0
42601,2025-06-02,O,61,83,23,56,0.00,4,10,95,8,1052,0
42603,2025-06-02,O,64,82,26,45,0.00,5,13,91,6,981,0
42612,2025-06-02,O,52,92,19,84,0.00,7,14,192,11,922,0
42616,2025-06-02,O,35,80,22,97,0.00,5,10,40,11,1010,0
43008,2025-06-02,O,56,74,32,72,0.00,21,30,319,16,962,0
43010,2025-06-02,O,48,76,39,97,0.00,20,30,221,20,950,0
43211,2025-06-02,O,59,86,24,65,0.00,9,16,258,12,996,0
43212,2025-06-02,O,59,76,30,52,0.00,13,20,143,0,976,0
43407,2025-06-02,O,53,81,26,76,0.00,32,43,229,23,991,0
43702,2025-06-02,O,46,79,17,65,0.00,13,26,206,17,1001,0
43708,2025-06-02,O,54,88,14,54,0.00,17,28,151,17,1007,0
43809,2025-06-02,O,42,65,56,99,0.00,7,13,164,1,1031,0
44207,2025-06-02,O,63,86,22,57,0.00,4,10,247,14,997,0
44301,2025-06-02,O,47,85,25,92,0.00,8,17,85,16,925,0
44302,2025-06-02,O,50,66,61,95,0.00,6,18,238,13,953,0
44303,2025-06-02,O,47,80,32,93,0.00,9,21,0,21,877,0
44523,2025-06-02,O,66,83,11,30,0.00,12,25,196,11,1057,0
44701,2025-06-02,O,63,97,18,63,0.00,8,16,226,15,975,0
44722,2025-06-02,O,43,72,32,98,0.21,6,25,257,15,1138,0
44730,2025-06-02,O,55,68,34,54,0.00,14,26,125,13,1013,0
44901,2025-06-02,O,51,72,34,79,0.00,14,20,205,1,923,0
45009,2025-06-02,O,55,73,30,52,0.00,9,15,323,2,1013,0
45023,2025-06-02,O,59,76,28,50,0.00,19,24,323,18,852,0
45102,2025-06-02,O,42,76,33,74,0.00,4,12,295,15,1005,0
45125,2025-06-02,O,57,76,32,48,0.00,15,26,104,12,1093,0
45134,2025-06-02,O,59,85,27,62,0.00,15,25,213,15,971,0
45401,2025-06-02,O,54,70,28,52,0.00,4,10,193,0,1042,0
45438,2025-06-02,O,54,85,29,80,0.00,14,24,203,14,875,0
45442,2025-06-02,O,55,80,45,98,0.00,9,19,176,12,887,0
45509,2025-06-02,O,58,69,70,100,0.00,11,18,264,12,923,0
45601,2025-06-02,O,55,78,38,90,0.00,15,26,271,11,954,0
45616,2025-06-02,O,52,78,36,83,0.00,9,23,283,12,897,0
45617,2025-06-02,O,56,81,34,80,0.00,11,17,286,17,853,0
45735,2025-06-02,O,58,77,54,96,0.00,15,21,261,12,914,0
45744,2025-06-02,O,57,77,46,93,0.00,14,22,245,12,1013,0
50510,2025-06-02,O,47,79,37,89,0.09,32,43,0,19,779,0
52001,2025-06-02,O,49,76,21,96,0.14,10,23,46,21,735,0
52301,2025-06-02,O,52,78,34,95,0.05,17,33,21,19,507,0
53806,2025-06-02,O,44,69,36,99,0.60,8,21,233,14,617,0
53905,2025-06-02,O,43,66,30,100,0.25,14,26,207,15,799,0
55305,2025-06-02,O,39,55,52,96,0.18,8,17,273,18,391,0
55504,2025-06-02,O,49,69,40,90,0.25,16,28,196,13,677,0
55601,2025-06-02,O,45,66,36,97,0.00,12,27,259,13,688,0
55807,2025-06-02,O,39,53,44,100,0.92,11,15,92,3,681,0
55905,2025-06-02,O,43,57,44,100,0.39,7,15,184,8,345,0
56005,2025-06-02,O,49,62,42,85,0.05,16,28,209,8,500,0
56203,2025-06-02,O,52,75,29,79,0.13,12,38,243,19,741,0
80802,2025-06-02,O,61,89,36,99,0.00,3,10,168,12,765,0
85301,2025-06-02,O,70,83,66,97,0.23,18,26,162,20,416,0
85801,2025-06-02,O,70,84,71,97,0.36,2,6,2,13,488,0
90201,2025-06-02,O,64,84,46,79,0.00,3,8,325,11,983,0
90701,2025-06-02,O,59,80,46,81,0.00,4,12,59,12,897,0
94301,2025-06-02,O,57,87,43,99,0.00,1,6,209,14,794,0
95501,2025-06-02,O,60,87,34,98,0.00,4,11,326,11,799,0
95701,2025-06-02,O,61,88,35,99,0.00,4,8,260,11,857,0
97701,2025-06-02,O,60,89,35,97,0.00,5,16,180,13,874,0
98401,2025-06-02,O,63,91,32,99,0.00,5,11,134,13,893,0
100101,2025-06-02,O,46,69,22,69,0.00,11,17,6,8,914,0
101221,2025-06-02,O,35,55,22,61,0.00,9,20,66,8,794,1
101801,2025-06-02,O,36,60,17,66,0.00,8,18,77,18,794,0
101905,2025-06-02,O,49,70,13,53,0.00,23,35,30,8,1004,0
102004,2025-06-02,O,42,58,29,74,0.00,12,28,301,2,935,0
103207,2025-06-02,O,42,71,14,49,0.00,13,25,359,16,1039,0
103704,2025-06-02,O,49,64,18,43,0.00,6,32,294,2,1037,0
104006,2025-06-02,O,37,69,9,48,0.00,14,29,317,15,965,0
109703,2025-06-02,O,59,65,78,100,0.00,7,17,61,3,551,0
119701,2025-06-02,O,61,87,56,84,0.00,3,6,136,6,825,0
120201,2025-06-02,O,40,82,28,92,0.00,6,12,206,12,859,0
127301,2025-06-02,O,44,80,34,100,0.00,5,12,260,15,1057,0
154801,2025-06-02,O,46,80,21,96,0.00,4,10,287,12,917,0
159501,2025-06-02,O,57,84,35,100,0.00,3,9,52,9,933,0
168541,2025-06-02,O,68,88,49,95,0.00,4,9,186,18,556,0
180303,2025-06-02,O,41,74,35,100,0.00,3,9,275,13,918,0
180335,2025-06-02,O,55,72,34,99,0.00,11,16,7,7,962,0
182002,2025-06-02,O,52,74,33,98,0.00,9,18,323,12,992,0
192101,2025-06-02,O,43,72,35,100,0.00,7,19,197,10,895,0
200504,2025-06-02,O,43,88,29,80,0.00,10,27,203,15,721,0
202010,2025-06-02,O,40,75,29,87,0.00,5,21,209,15,783,0
202301,2025-06-02,O,30,83,26,88,0.00,11,22,274,15,861,0
203001,2025-06-02,O,35,82,30,93,0.00,10,24,304,13,871,0
203802,2025-06-02,O,31,79,23,94,0.00,10,19,244,11,835,0
204201,2025-06-02,O,35,81,29,99,0.00,4,16,314,13,852,0
210301,2025-06-02,O,53,74,34,93,0.07,9,24,314,16,260,0
210801,2025-06-02,O,43,73,36,100,0.02,15,25,6,10,676,0
210901,2025-06-02,O,52,84,40,94,0.35,23,30,251,14,823,0
211502,2025-06-02,O,54,87,37,98,0.06,8,27,211,16,837,0
212601,2025-06-02,O,57,87,33,90,0.15,13,28,155,14,855,0
213501,2025-06-02,O,55,88,40,93,0.23,21,36,353,18,765,0
225101,2025-06-02,O,62,88,43,97,0.00,2,5,146,11,741,0
226102,2025-06-02,O,66,89,44,98,0.00,3,8,56,14,837,0
227701,2025-06-02,O,68,90,49,100,0.56,1,5,132,16,644,0
227802,2025-06-02,O,69,90,46,94,0.00,2,11,229,16,940,0
231501,2025-06-02,O,55,87,46,100,0.00,10,19,201,13,873,0
232401,2025-06-02,O,62,90,41,98,0.00,3,10,149,11,858,0
238502,2025-06-02,O,67,87,54,91,0.00,6,14,117,15,926,0
239004,2025-06-02,O,64,90,50,100,0.00,3,7,118,13,822,0
240119,2025-06-02,O,40,67,30,58,0.01,5,14,291,14,871,0
240226,2025-06-02,O,28,61,32,98,0.03,5,17,0,17,765,0
240307,2025-06-02,O,37,54,42,99,0.53,9,17,24,17,777,0
240902,2025-06-02,O,39,59,37,86,0.00,19,27,314,13,338,0
241513,2025-06-02,O,44,73,13,55,0.00,4,20,4,11,929,0
241901,2025-06-02,O,32,49,55,93,0.09,9,17,188,9,630,0
242205,2025-06-02,O,42,55,57,91,0.27,8,16,271,22,221,0
243902,2025-06-02,O,42,51,74,100,0.11,10,20,58,0,301,0
245107,2025-06-02,O,31,42,75,100,0.09,14,27,131,0,512,0
245203,2025-06-02,O,44,56,59,94,0.00,10,18,31,8,445,0
245409,2025-06-02,O,36,57,18,55,0.00,17,28,343,9,904,0
245412,2025-06-02,O,39,55,25,75,0.00,19,28,318,8,952,0
245506,2025-06-02,O,35,55,29,94,0.00,12,20,300,15,870,0
250105,2025-06-02,O,45,74,47,98,0.42,23,40,349,0,824,0
252402,2025-06-02,O,52,86,36,93,0.30,17,35,1,20,946,0
260111,2025-06-02,O,38,71,17,56,0.00,14,26,37,20,983,0
260113,2025-06-02,O,57,89,8,26,0.00,21,35,359,0,1019,0
260202,2025-06-02,O,50,81,8,30,0.00,14,23,12,7,993,0
260310,2025-06-02,O,39,72,11,49,0.00,18,29,337,18,1022,0
260501,2025-06-02,O,53,79,16,46,0.00,14,25,310,15,978,0
260505,2025-06-02,O,51,80,9,35,0.00,20,30,330,16,1034,0
260804,2025-06-02,O,54,78,14,49,0.00,14,27,296,5,1105,0
261408,2025-06-02,O,64,88,21,53,0.00,14,24,223,15,992,0
261711,2025-06-02,O,74,97,16,49,0.00,20,28,110,23,919,0
270131,2025-06-02,O,35,72,28,100,0.00,6,18,48,12,833,0
280071,2025-06-02,O,45,74,32,100,0.00,6,14,286,14,984,0
280101,2025-06-02,O,43,70,32,100,0.00,3,14,354,14,895,0
290102,2025-06-02,O,49,64,37,100,0.61,11,25,239,16,502,0
290305,2025-06-02,O,54,71,43,95,0.11,16,43,216,17,696,0
291002,2025-06-02,O,47,62,50,96,0.11,11,27,211,20,786,0
291301,2025-06-02,O,46,67,52,100,0.42,11,28,245,13,945,0
292001,2025-06-02,O,54,73,32,96,0.23,12,26,202,13,796,0
292103,2025-06-02,O,55,82,28,96,0.12,20,37,182,13,856,0
292504,2025-06-02,O,52,70,37,100,0.07,19,39,272,0,795,0
293101,2025-06-02,O,75,89,0,43,0.00,18,35,192,14,660,0
293303,2025-06-02,O,49,62,46,98,0.30,12,24,257,16,894,0
300011,2025-06-02,O,41,72,26,99,0.00,10,23,280,13,953,0
300971,2025-06-02,O,41,68,27,88,0.00,7,17,341,13,922,0
313302,2025-06-02,O,55,80,42,100,0.00,5,15,309,12,886,0
313402,2025-06-02,O,55,75,59,98,0.01,2,11,194,2,798,0
317801,2025-06-02,O,60,84,38,100,0.00,7,14,302,2,896,0
319402,2025-06-02,O,52,85,41,100,0.01,5,11,42,11,817,0
323536,2025-06-02,O,48,69,39,90,0.03,24,37,328,11,417,0
336001,2025-06-02,O,41,77,24,100,0.00,6,11,260,11,933,0
347701,2025-06-02,O,61,88,56,100,0.00,5,13,96,10,778,0
351319,2025-06-02,O,41,57,28,57,0.00,9,19,315,14,890,0
351909,2025-06-02,O,35,69,23,100,0.00,5,17,231,14,966,0
352109,2025-06-02,O,43,67,17,61,0.00,12,21,304,17,986,0
352208,2025-06-02,O,38,61,19,65,0.00,13,24,351,17,963,0
352330,2025-06-02,O,35,66,18,59,0.00,5,15,18,15,982,0
352416,2025-06-02,O,36,67,23,74,0.00,14,29,40,15,975,0
352553,2025-06-02,O,43,72,33,99,0.00,2,10,1,13,994,0
352711,2025-06-02,O,36,65,21,78,0.00,5,13,24,14,964,0
352813,2025-06-02,O,42,63,55,100,0.00,11,24,342,3,957,0
352916,2025-06-02,O,52,81,27,68,0.00,12,29,351,16,974,0
353040,2025-06-02,O,44,81,20,86,0.00,4,15,280,18,929,0
353044,2025-06-02,O,44,72,23,89,0.00,9,20,53,2,992,0
353213,2025-06-02,O,43,70,27,73,0.00,12,21,43,18,1034,0
353230,2025-06-02,O,46,81,19,76,0.00,10,23,252,19,984,0
353342,2025-06-02,O,38,74,16,67,0.00,6,13,211,14,1007,0
353428,2025-06-02,O,27,71,10,76,0.00,20,28,346,14,1063,0
353501,2025-06-02,O,27,67,18,87,0.00,9,21,264,14,985,0
353520,2025-06-02,O,39,74,14,48,0.00,16,25,327,17,1042,0
353522,2025-06-02,O,41,66,21,46,0.00,14,25,350,18,952,0
353524,2025-06-02,O,40,62,20,63,0.00,18,38,3,1,975,0
353618,2025-06-02,O,47,78,13,43,0.00,20,31,355,19,977,0
360131,2025-06-02,O,37,74,29,100,0.00,6,17,313,12,873,0
360272,2025-06-02,O,43,70,31,76,0.00,5,16,354,7,904,0
360991,2025-06-02,O,39,75,29,97,0.00,4,18,297,0,818,0
361002,2025-06-02,O,33,73,25,97,0.00,6,16,268,16,960,0
361071,2025-06-02,O,41,71,31,98,0.00,4,14,232,16,849,0
380102,2025-06-02,O,61,82,55,86,0.00,2,4,311,6,845,0
384101,2025-06-02,O,64,86,47,100,0.00,7,12,175,14,840,0
391201,2025-06-02,O,45,69,43,95,0.01,23,36,16,3,859,0
392606,2025-06-02,O,43,64,49,91,0.00,8,17,336,0,758,0
400902,2025-06-02,O,56,83,44,100,0.00,1,8,79,14,862,0
402102,2025-06-02,O,63,88,46,92,0.00,1,6,206,14,814,0
407102,2025-06-02,O,56,84,42,99,0.00,4,10,279,10,943,0
408901,2025-06-02,O,59,88,45,100,0.00,1,7,294,16,80,0
412101,2025-06-02,O,73,90,53,92,0.00,11,16,136,15,879,0
415501,2025-06-02,O,74,93,48,95,0.00,10,18,160,12,1002,0
416099,2025-06-02,O,73,87,62,99,0.00,13,20,151,15,929,0
416601,2025-06-02,O,72,93,52,100,0.00,9,17,195,11,896,0
417701,2025-06-02,O,72,90,43,87,0.00,16,26,133,16,711,0
417901,2025-06-02,O,71,89,52,93,0.00,12,21,188,13,943,0
417902,2025-06-02,O,72,94,45,87,0.00,6,18,163,13,969,0
417903,2025-06-02,O,72,91,49,89,0.00,12,25,141,23,994,0
418301,2025-06-02,O,74,88,64,97,0.00,10,19,142,14,899,0
418502,2025-06-02,O,69,93,62,99,0.00,,,,,907,0
418801,2025-06-02,O,60,88,36,100,0.67,21,50,214,13,822,0
419401,2025-06-02,O,74,96,33,77,0.00,13,36,188,16,943,0
420403,2025-06-02,O,54,78,17,79,0.00,4,13,291,19,1024,0
420703,2025-06-02,O,33,69,21,82,0.00,8,21,231,14,897,0
420911,2025-06-02,O,61,79,7,40,0.00,17,25,31,5,1015,0
421307,2025-06-02,O,55,77,14,39,0.00,14,25,274,13,737,0
421702,2025-06-02,O,42,66,34,99,0.04,3,17,267,15,760,0
421805,2025-06-02,O,56,77,28,68,0.00,5,13,234,14,869,0
422102,2025-06-02,O,53,80,18,92,0.03,23,38,194,14,460,0
422203,2025-06-02,O,57,81,25,69,0.00,15,25,46,13,806,0
422604,2025-06-02,O,47,63,46,98,0.45,7,16,150,16,675,0
422606,2025-06-02,O,47,64,30,97,0.20,4,16,358,5,313,0
422609,2025-06-02,O,45,59,45,98,0.12,11,19,328,2,376,0
422711,2025-06-02,O,49,70,25,100,0.23,14,28,179,5,300,0
422806,2025-06-02,O,64,81,38,76,0.00,15,33,0,16,958,0
422903,2025-06-02,O,48,56,52,100,0.25,7,14,265,0,477,0
449905,2025-06-02,O,58,72,52,89,0.00,13,23,31,8,979,0
450131,2025-06-02,O,49,67,44,71,0.00,4,12,113,12,935,0
450321,2025-06-02,O,46,65,56,99,0.00,5,14,258,14,1087,0
451209,2025-06-02,O,41,66,45,85,0.00,11,21,263,16,956,0
451809,2025-06-02,O,36,70,34,95,0.00,4,14,21,14,869,0
451917,2025-06-02,O,38,69,25,65,0.00,6,18,276,16,933,0
452001,2025-06-02,O,37,58,28,70,0.00,10,22,1,8,906,0
452919,2025-06-02,O,45,67,22,42,0.00,9,17,76,5,971,0
453803,2025-06-02,O,46,61,23,50,0.00,11,23,220,14,1024,0
463802,2025-06-02,O,45,80,23,95,0.00,3,8,226,12,1008,0
464302,2025-06-02,O,46,81,25,100,0.00,5,11,265,13,944,0
470202,2025-06-02,O,52,90,30,92,0.10,10,25,174,15,833,0
471901,2025-06-02,O,48,84,31,85,0.00,15,25,185,16,809,0
472801,2025-06-02,O,58,89,34,92,0.04,8,18,169,16,747,0
473402,2025-06-02,O,53,83,30,74,0.00,10,25,173,15,660,0
473901,2025-06-02,O,45,87,35,97,0.00,8,23,209,17,886,0
476002,2025-06-02,O,46,89,34,98,0.00,8,17,145,16,844,0
476201,2025-06-02,O,50,85,31,71,0.00,12,19,194,13,847,0
480101,2025-06-02,O,45,64,22,67,0.00,5,19,214,12,938,0
480403,2025-06-02,O,32,47,74,99,0.02,24,32,334,13,787,0
480605,2025-06-02,O,40,53,70,100,0.01,16,26,107,8,494,0
480707,2025-06-02,O,45,63,22,52,0.00,7,17,275,14,1033,0
481903,2025-06-02,O,39,70,9,79,0.00,23,34,286,9,953,0
496028,2025-06-02,O,50,62,87,100,0.18,7,13,350,17,447,0
500218,2025-06-02,O,42,58,47,93,0.28,16,191,13,11,29,0
500219,2025-06-02,O,44,57,36,85,0.00,13,154,14,21,29,0
500414,2025-06-02,O,49,61,32,57,0.00,5,15,231,9,407,0
500418,2025-06-02,O,41,67,33,95,0.00,3,12,340,14,661,0
500423,2025-06-02,O,46,64,32,72,0.00,6,16,223,9,410,0
500726,2025-06-02,O,45,67,26,48,0.00,9,18,306,15,725,0
500742,2025-06-02,O,38,67,27,87,0.00,7,16,167,10,750,0
500751,2025-06-02,O,47,62,28,47,0.00,20,38,36,22,800,0
500758,2025-06-02,O,50,66,27,64,0.00,9,17,227,17,550,0
500760,2025-06-02,O,43,64,27,58,0.00,7,16,218,11,695,0
500902,2025-06-02,O,46,54,48,68,0.00,10,22,48,4,232,0
500939,2025-06-02,O,45,61,51,96,0.00,3,12,207,20,484,0
500966,2025-06-02,O,43,56,71,99,0.13,1,8,84,18,304,0
520100,2025-06-02,O,81,89,68,87,0.12,6,18,75,16,936,0
10402,2025-06-03,O,63,87,41,100,0.00,10,26,163,12,820,0
10702,2025-06-03,O,63,85,48,100,0.00,4,12,249,11,872,0
16703,2025-06-03,O,69,90,42,99,0.00,5,12,68,11,908,0
20114,2025-06-03,O,54,75,24,74,0.00,6,31,294,19,972,0
20211,2025-06-03,O,44,66,53,96,0.69,9,18,77,19,856,0
20224,2025-06-03,O,53,77,33,83,0.00,11,24,241,14,1010,0
20401,2025-06-03,O,46,74,27,90,0.00,9,20,320,23,1023,0
21008,2025-06-03,O,67,91,24,65,0.00,14,26,293,12,1003,0
21503,2025-06-03,O,72,100,24,73,0.00,9,17,192,21,973,0
21504,2025-06-03,O,72,94,23,60,0.00,9,22,221,22,958,0
31404,2025-06-03,O,70,84,61,76,0.00,8,21,159,14,599,0
32101,2025-06-03,O,68,81,68,88,0.00,8,19,193,13,665,0
33001,2025-06-03,O,74,89,54,78,0.00,7,21,184,17,702,0
36502,2025-06-03,O,70,90,49,86,0.00,7,18,172,17,919,0
40203,2025-06-03,O,52,75,17,44,0.00,11,19,62,5,1030,0
40242,2025-06-03,O,51,81,15,43,0.00,9,24,41,16,924,0
40244,2025-06-03,O,37,85,14,87,0.00,9,17,72,12,1000,0
40247,2025-06-03,O,41,75,22,68,0.00,11,19,335,15,975,0
40302,2025-06-03,O,46,72,20,41,0.00,11,22,31,10,1002,0
40313,2025-06-03,O,39,69,17,72,0.00,8,18,304,15,1055,0
40402,2025-06-03,O,55,85,20,38,0.00,7,16,39,5,965,0
40404,2025-06-03,O,57,82,22,34,0.00,9,22,0,20,913,0
40423,2025-06-03,O,46,83,35,95,0.00,3,11,32,13,948,0
40501,2025-06-03,O,55,97,14,64,0.00,6,17,314,20,1027,0
40518,2025-06-03,O,61,85,16,36,0.00,16,31,303,20,1003,0
40632,2025-06-03,O,67,92,15,45,0.00,11,18,307,6,888,0
40703,2025-06-03,O,35,76,18,87,0.00,6,16,239,13,993,0
40725,2025-06-03,O,38,71,20,69,0.00,12,21,338,13,1040,0
40728,2025-06-03,O,41,83,12,50,0.00,14,24,8,16,1014,0
40731,2025-06-03,O,38,78,16,74,0.00,3,11,265,13,1016,0
41001,2025-06-03,O,49,80,38,99,0.00,14,21,345,15,986,0
41101,2025-06-03,O,61,82,20,58,0.00,5,9,151,12,1005,0
41201,2025-06-03,O,55,87,31,87,0.00,5,13,253,11,949,0
42108,2025-06-03,O,52,76,47,83,0.00,20,25,250,1,953,0
42202,2025-06-03,O,59,94,21,77,0.00,7,15,249,17,923,0
42308,2025-06-03,O,49,77,42,97,0.00,6,14,223,11,1005,0
42601,2025-06-03,O,58,82,35,64,0.00,4,10,145,12,1072,0
42603,2025-06-03,O,62,81,36,62,0.00,3,9,249,11,993,0
42612,2025-06-03,O,52,90,26,89,0.00,7,15,211,11,925,0
42616,2025-06-03,O,37,78,25,100,0.00,5,13,309,14,975,0
43008,2025-06-03,O,51,77,27,92,0.00,17,27,304,2,948,0
43010,2025-06-03,O,49,76,38,97,0.00,14,21,217,19,946,0
43211,2025-06-03,O,52,86,29,83,0.00,12,17,275,16,1009,0
43212,2025-06-03,O,58,72,32,67,0.00,9,18,336,6,1002,0
43407,2025-06-03,O,51,83,25,97,0.00,35,45,241,2,983,0
43702,2025-06-03,O,44,78,15,74,0.00,12,25,288,17,1062,0
43708,2025-06-03,O,50,87,10,55,0.00,15,25,42,17,963,0
43809,2025-06-03,O,54,74,10,78,0.00,7,12,182,7,1018,0
44207,2025-06-03,O,62,85,25,60,0.00,4,13,153,11,996,0
44301,2025-06-03,O,47,92,18,93,0.00,9,16,98,18,905,0
44302,2025-06-03,O,47,67,62,100,0.00,6,13,166,12,927,0
44303,2025-06-03,O,49,92,18,92,0.00,18,28,353,17,859,0
44523,2025-06-03,O,64,85,11,43,0.00,11,15,252,3,1022,0
44701,2025-06-03,O,62,90,27,64,0.00,9,14,213,10,905,0
44722,2025-06-03,O,39,70,33,100,0.35,6,25,283,11,1078,0
44730,2025-06-03,O,54,68,31,52,0.00,34,48,315,16,976,0
44901,2025-06-03,O,54,80,29,78,0.00,14,22,326,22,899,0
45009,2025-06-03,O,50,76,24,84,0.00,14,21,325,21,1058,0
45023,2025-06-03,O,56,78,27,61,0.00,23,31,321,14,763,0
45102,2025-06-03,O,47,76,31,95,0.08,3,11,293,12,934,0
45125,2025-06-03,O,59,75,35,54,0.00,14,28,103,9,887,0
45134,2025-06-03,O,59,89,17,65,0.00,13,23,232,13,937,0
45401,2025-06-03,O,54,73,29,82,0.02,4,9,58,10,1026,0
45438,2025-06-03,O,55,77,36,96,0.02,11,19,209,16,571,0
45442,2025-06-03,O,56,76,53,97,0.00,8,16,135,18,871,0
45509,2025-06-03,O,57,67,76,100,0.07,15,20,289,13,943,0
45601,2025-06-03,O,55,75,48,95,0.00,18,29,303,18,950,0
45616,2025-06-03,O,48,79,37,94,0.06,11,20,320,14,883,0
45617,2025-06-03,O,54,77,44,99,0.05,13,15,298,13,836,0
45735,2025-06-03,O,58,80,51,100,0.15,16,21,268,13,899,0
45744,2025-06-03,O,54,77,53,100,0.01,11,19,211,14,994,0
50510,2025-06-03,O,45,53,65,90,0.05,18,31,26,0,347,0
52001,2025-06-03,O,41,47,94,100,0.84,7,14,43,1,240,0
52301,2025-06-03,O,47,56,66,97,0.25,14,23,16,0,546,0
53806,2025-06-03,O,44,67,37,99,0.01,7,19,274,13,1016,0
53905,2025-06-03,O,40,61,28,100,0.24,13,28,258,12,900,0
55305,2025-06-03,O,37,61,23,98,0.01,12,24,298,13,972,0
55504,2025-06-03,O,48,71,34,100,0.04,19,30,201,17,928,0
55601,2025-06-03,O,41,53,77,100,0.24,16,26,344,2,821,0
55807,2025-06-03,O,40,54,45,91,0.07,13,33,243,14,937,0
55905,2025-06-03,O,42,62,44,100,0.21,8,25,348,14,840,0
56005,2025-06-03,O,46,69,25,93,0.10,19,39,303,15,972,0
56203,2025-06-03,O,44,57,60,100,0.08,9,19,4,6,812,0
80802,2025-06-03,O,63,90,38,98,0.00,6,20,138,17,863,0
85301,2025-06-03,O,67,87,60,98,0.02,14,27,127,13,968,0
85801,2025-06-03,O,69,87,59,97,0.01,0,0,174,0,827,0
90201,2025-06-03,O,67,83,50,86,0.00,9,18,121,13,934,0
90701,2025-06-03,O,61,76,60,85,0.00,5,10,114,23,953,0
94301,2025-06-03,O,60,88,43,99,0.00,2,10,142,14,864,0
95501,2025-06-03,O,61,89,34,97,0.00,13,21,127,13,865,0
95701,2025-06-03,O,61,89,35,99,0.00,11,21,97,13,831,0
97701,2025-06-03,O,62,89,40,99,0.00,14,26,93,14,840,0
98401,2025-06-03,O,62,92,40,100,0.00,6,20,75,15,892,0
100101,2025-06-03,O,38,68,28,89,0.00,6,11,354,10,870,0
101221,2025-06-03,O,35,56,27,58,0.00,10,21,320,16,948,1
101801,2025-06-03,O,27,64,21,81,0.00,7,18,278,16,888,0
101905,2025-06-03,O,47,65,21,40,0.00,14,21,39,23,856,0
102004,2025-06-03,O,40,60,28,64,0.00,10,25,327,22,995,0
103207,2025-06-03,O,36,69,18,58,0.00,14,39,346,16,994,0
103704,2025-06-03,O,41,64,29,58,0.00,3,19,304,21,1032,0
104006,2025-06-03,O,35,66,20,58,0.00,13,27,292,17,947,0
109703,2025-06-03,O,57,65,76,100,0.01,13,25,310,18,690,0
119701,2025-06-03,O,66,86,51,92,0.00,7,18,225,13,920,0
120201,2025-06-03,O,64,88,39,62,0.00,11,31,189,14,825,0
127301,2025-06-03,O,53,86,46,100,0.00,11,21,205,13,1017,0
154801,2025-06-03,O,51,88,35,90,0.00,6,13,191,14,891,0
159501,2025-06-03,O,57,90,43,100,0.00,7,14,229,13,881,0
168541,2025-06-03,O,66,88,50,100,0.00,5,14,27,12,847,0
