"Sample Id","Date-Time (ex. 2024-01-26T00:00:00+00:00)","Site Name","SiteId","Fuel Type","Category","Sub-Category","Method","Sample Avg Value","Sample Status"
"358152","2025-05-13T15:00Z","D02_Castle_Rock","316","10-Hour","Dead","","",9.0,"Submitted"
"360851","2025-05-28T06:00Z","ID-STF Bostetter","600","10-Hour","Dead","","",15.0,"Submitted"
"359868","2025-05-21T21:00Z","CNF Rucker","239","10-Hour","Dead","Middle","Gravimetric",3.94,"Submitted"
"361478","2025-06-01T18:00Z","Burro Hill","155","10-Hour","Dead","","",15.0,"Submitted"
"358886","2025-05-13T18:00Z","Adams","16","10-Hour","Dead","","",8.0,"Submitted"
"360713","2025-05-29T18:00Z","KNF South","665","10-Hour","Dead","","",4.92,"Submitted"
"360216","2025-05-26T19:00Z","Brookbank East","1768","10-Hour","Dead","Middle","",2.8,"Submitted"
"359633","2025-05-22T20:00Z","CNF Noon Creek","235","10-Hour","Dead","Middle","Gravimetric",1.84,"Submitted"
"361005","2025-05-30T22:00Z","KNF Little Mountain","663","10-Hour","Dead","","Gravimetric",4.3575,"Submitted"
"358636","2025-05-15T18:00Z","CIF Water Canyon","2032","10-Hour","Dead","","Gravimetric",4.0,"Submitted"
"358426","2025-05-14T18:00Z","LNF Mayhill","712","10-Hour","Dead","","",5.7,"Submitted"
"361526","2025-05-19T06:00Z","D9 Mt. Herman","352","10-Hour","Dead","","",9.0,"Submitted"
"361131","2025-05-29T06:00Z","D02_Red_Deer","319","10-Hour","Dead","","",9.0,"Submitted"
"360685","2025-05-29T18:00Z","Cottonwood","284","10-Hour","Dead","Lower","",8.06,"Submitted"
"360819","2025-05-12T22:00Z","GNF Silver Creek Divide","2198","10-Hour","Dead","","Gravimetric",10.0,"Submitted"
"361122","2025-05-29T06:00Z","D02_Castle_Rock","316","10-Hour","Dead","","",8.0,"Submitted"
"358891","2025-05-16T17:00Z","Buck Flat","143","10-Hour","Dead","","",10.6633,"Submitted"
"359950","2025-05-22T18:00Z","SNF Watershed","1131","10-Hour","Dead","","",5.0,"Submitted"
"360764","2025-05-28T18:00Z","LNF Queen Admin","713","10-Hour","Dead","","",8.0,"Submitted"
"360674","2025-05-29T18:00Z","Asay","37","10-Hour","Dead","","",8.49,"Submitted"
"360701","2025-05-27T20:00Z","Deer Creek #3","1451","10-Hour","Dead","Old","",12.75,"Submitted"
"360985","2025-05-30T18:00Z","Lady Bug North","1426","10-Hour","Dead","Upper","Gravimetric",1.94,"Submitted"
"362212","2025-05-16T20:00Z","D10 - Sledgehammer North","341","10-Hour","Dead","","",7.0,"Submitted"
"360468","2025-05-16T23:00Z","KNF Little Mountain","663","10-Hour","Dead","","Gravimetric",12.135,"Submitted"
"358894","2025-05-16T17:00Z","Clayton SNOTEL","223","10-Hour","Dead","","",14.94,"Submitted"
"360040","2025-05-22T16:00Z","Raspberry","972","10-Hour","Dead","","",12.0,"Submitted"
"360043","2025-05-21T19:00Z","Sanborn","1035","10-Hour","Dead","","",11.0,"Submitted"
"361601","2025-05-27T18:00Z","Bearlodge","71","10-Hour","Dead","","",16.0,"Submitted"
"360175","2025-05-21T19:00Z","Baker Park","52","10-Hour","Dead","","",14.0,"Submitted"
"359197","2025-05-19T18:00Z","Hartman","1446","10-Hour","Dead","","",8.7,"Submitted"
"362326","2025-06-09T20:00Z","KNF South","665","10-Hour","Dead","","",7.11333,"Submitted"
"360029","2025-05-21T17:00Z","Davewood","359","10-Hour","Dead","","",9.0,"Submitted"
"359637","2025-05-22T19:00Z","Lady Bug North","1426","10-Hour","Dead","Upper","Gravimetric",1.99,"Submitted"
"359645","2025-05-22T18:00Z","CNF Shake Trail","241","10-Hour","Dead","Middle","Gravimetric",4.72,"Submitted"
"359888","2025-05-20T18:00Z","SNF Banco Bonito","1121","10-Hour","Dead","","",3.42,"Submitted"
"359898","2025-05-21T18:00Z","SNF 6A","1120","10-Hour","Dead","","",3.8,"Submitted"
"358900","2025-05-15T15:00Z","Ash Creek","47","10-Hour","Dead","New","",8.94,"Submitted"
"361583","2025-06-02T18:00Z","SNF La Cueva","1128","10-Hour","Dead","","",10.53,"Submitted"
"359416","2025-05-21T20:00Z","CIF Water Canyon","2032","10-Hour","Dead","","Gravimetric",4.0,"Submitted"
"360739","2025-05-27T19:00Z","Nemo","829","10-Hour","Dead","","",16.0,"Submitted"
"359408","2025-05-21T18:00Z","CIF Sargent Canyon","2034","10-Hour","Dead","","Gravimetric",4.0,"Submitted"
"362320","2025-06-08T19:00Z","Brookbank East","1768","10-Hour","Dead","Middle","",5.12,"Submitted"
"361574","2025-06-02T19:00Z","Humbug","592","10-Hour","Dead","","",9.0,"Submitted"
"361510","2025-06-02T06:00Z","D9 Trout Creek","355","10-Hour","Dead","","",16.0,"Submitted"
"361362","2025-06-02T16:00Z","Greenville Bench","526","10-Hour","Dead","","",10.3833,"Submitted"
"361854","2025-06-04T17:00Z","Trestle Ridge","1269","10-Hour","Dead","","",7.8,"Submitted"
"361505","2025-05-19T06:00Z","D9 Trout Creek","355","10-Hour","Dead","","",9.0,"Submitted"
"358742","2025-05-15T23:00Z","GCP DevArea","481","10-Hour","Dead","","Gravimetric",11.145,"Submitted"
"360493","2025-05-27T06:00Z","Mud Springs","820","10-Hour","Dead","","",9.0,"Submitted"
"358010","2025-05-12T19:00Z","Brookbank East","1768","10-Hour","Dead","Middle","",2.81333,"Submitted"
"360503","2025-05-27T06:00Z","Black Cedar","92","10-Hour","Dead","","",8.0,"Submitted"
"360991","2025-05-30T19:00Z","CNF Noon Creek","235","10-Hour","Dead","Middle","Gravimetric",0.0,"Submitted"
"360089","2025-05-20T22:00Z","CIF Gallinas","209","10-Hour","Dead","","",4.0,"Submitted"
"361841","2025-06-04T06:00Z","Stave Spring","1970","10-Hour","Dead","","Gravimetric",105.0,"Submitted"
"362217","2025-05-17T21:00Z","D10 - Puma Hills","340","10-Hour","Dead","","",6.0,"Submitted"
"361836","2025-06-04T06:00Z","East Mesa","1969","10-Hour","Dead","","Gravimetric",105.0,"Submitted"
"360073","2025-05-20T22:00Z","CIF Red Canyon","211","10-Hour","Dead","","",4.63,"Submitted"
"358281","2025-05-12T06:00Z","ID-STF Rockcreek","605","10-Hour","Dead","","",20.0,"Submitted"
"360472","2025-05-27T06:00Z","Horse Hollow","588","10-Hour","Dead","","",7.0,"Submitted"
"361342","2025-05-29T22:00Z","CIF Gallinas","209","10-Hour","Dead","","",3.0,"Submitted"
"359218","2025-05-20T18:00Z","SNF Cordovas","1123","10-Hour","Dead","","",12.73,"Submitted"
"358909","2025-05-15T17:00Z","Jensen Springs","624","10-Hour","Dead","","",10.4467,"Submitted"
"360672","2025-05-27T18:00Z","Deer Creek #1","1449","10-Hour","Dead","Old","",12.41,"Submitted"
"361654","2025-06-03T20:00Z","Toketee","1506","10-Hour","Dead","","Moisture Probe",7.0,"Submitted"
"357945","2025-05-12T06:00Z","Enterprise","426","10-Hour","Dead","","",9.0,"Submitted"
"360482","2025-05-27T06:00Z","Tule Valley","1275","10-Hour","Dead","","",7.0,"Submitted"
"361336","2025-05-28T18:00Z","SNF French Mesa","1125","10-Hour","Dead","","",3.39,"Submitted"
"358294","2025-05-13T06:00Z","Lava Point","1968","10-Hour","Dead","","Gravimetric",104.0,"Submitted"
"360473","2025-05-27T06:00Z","Sevier Reservoir","1078","10-Hour","Dead","","",6.0,"Submitted"
"358297","2025-05-13T06:00Z","Fire Pit Pullout","1966","10-Hour","Dead","","Gravimetric",108.0,"Submitted"
"358298","2025-05-14T17:00Z","NAA Narbona Pass","823","10-Hour","Dead","","",6.9,"Submitted"
"361827","2025-05-28T20:00Z","Lava Point","1968","10-Hour","Dead","","Gravimetric",104.0,"Submitted"
"360486","2025-05-28T22:00Z","CIF Red Canyon","211","10-Hour","Dead","","",5.0,"Submitted"
"358748","2025-05-16T00:00Z","GCP Walhalla","488","10-Hour","Dead","","Gravimetric",7.685,"Submitted"
"358778","2025-05-14T18:00Z","SNF Joaquin","1127","10-Hour","Dead","","",7.42,"Submitted"
"357958","2025-05-12T19:00Z","KNF Eagle 5","659","10-Hour","Dead","","",5.35,"Submitted"
"358051","2025-05-13T23:00Z","KNF Jacob Lake","661","10-Hour","Dead","","Gravimetric",6.5975,"Submitted"
"361317","2025-05-27T18:00Z","Teepee","1233","10-Hour","Dead","","",26.0,"Submitted"
"360516","2025-05-16T23:00Z","KNF 223-239","654","10-Hour","Dead","","Gravimetric",9.355,"Submitted"
"358782","2025-05-14T18:00Z","SNF Banco Bonito","1121","10-Hour","Dead","","",7.32,"Submitted"
"361049","2025-06-01T22:00Z","KNF 223-239","654","10-Hour","Dead","","Gravimetric",7.7025,"Submitted"
"361324","2025-05-28T18:00Z","SNF Cordovas","1123","10-Hour","Dead","","",5.33,"Submitted"
"361323","2025-05-27T19:00Z","Custer","311","10-Hour","Dead","","",23.0,"Submitted"
"359553","2025-05-21T06:00Z","Middle Mountain","1103","10-Hour","Dead","","",9.0,"Submitted"
"361793","2025-06-04T19:00Z","Gold Hill","506","10-Hour","Dead","","",5.6,"Submitted"
"361078","2025-05-29T06:00Z","D01_Turquoise_Lake","314","10-Hour","Dead","","",16.0,"Submitted"
"362287","2025-06-04T06:00Z","D6 - Bear Creek","1422","10-Hour","Dead","","",14.29,"Submitted"
"361310","2025-05-27T16:00Z","Red Canyon","977","10-Hour","Dead","","",28.0,"Submitted"
"358791","2025-05-15T20:00Z","LNF Smokey Bear","714","10-Hour","Dead","","",5.9,"Submitted"
"360412","2025-05-26T18:00Z","Hartman","1446","10-Hour","Dead","","",16.92,"Submitted"
"358913","2025-05-15T19:00Z","Greenville Bench","526","10-Hour","Dead","","",17.2733,"Submitted"
"360946","2025-05-29T16:00Z","Lost Lake","1481","10-Hour","Dead","New","Gravimetric",12.0,"Submitted"
"358360","2025-05-13T17:00Z","Yellow John","1354","10-Hour","Dead","","",7.0,"Submitted"
"359561","2025-05-21T06:00Z","Log Chute","1429","10-Hour","Dead","","",6.0,"Submitted"
"362343","2025-06-08T20:00Z","D10 - Flagstaff Mtn. - Cold","334","10-Hour","Dead","","",7.0,"Submitted"
"360403","2025-05-26T18:00Z","SNF La Cueva","1128","10-Hour","Dead","","",8.89,"Submitted"
"359794","2025-05-20T22:00Z","CIF Sulphur-Cienega","212","10-Hour","Dead","","",12.74,"Submitted"
"361290","2025-05-29T18:00Z","Blanco","100","10-Hour","Dead","","",9.0,"Submitted"
"362235","2025-06-05T20:00Z","ID-STF Stanley","609","10-Hour","Dead","","",7.0,"Submitted"
"360066","2025-05-13T06:00Z","Black Cedar","92","10-Hour","Dead","","",8.0,"Submitted"
"361434","2025-06-02T22:00Z","Bunkhouse  Little Rock Creek RAWS","1435","10-Hour","Dead","","",8.33333,"Submitted"
"362238","2025-06-04T20:00Z","ID-STF Oregon Gulch","604","10-Hour","Dead","","",8.0,"Submitted"
"358822","2025-05-12T18:00Z","SNF La Cueva","1128","10-Hour","Dead","","",10.09,"Submitted"
"360526","2025-05-28T23:00Z","KNF Jacob Lake","661","10-Hour","Dead","","Gravimetric",4.71,"Submitted"
"359427","2025-05-21T06:00Z","East Mesa","1969","10-Hour","Dead","","Gravimetric",107.0,"Submitted"
"358557","2025-05-15T16:00Z","D02_Browns_Creek","315","10-Hour","Dead","","",14.0,"Submitted"
"358563","2025-05-15T17:00Z","D02_Ute_Trail","320","10-Hour","Dead","","",9.0,"Submitted"
"358569","2025-05-15T18:00Z","D02_Ute_Trail_Lower","321","10-Hour","Dead","","",6.0,"Submitted"
"360394","2025-05-15T18:00Z","LNF Capitan-Read Mesa","2395","10-Hour","Dead","","",8.27,"Submitted"
"362338","2025-06-08T06:00Z","D10 - Sledgehammer North","341","10-Hour","Dead","","",6.0,"Submitted"
"359060","2025-05-19T19:00Z","Promontory","1769","10-Hour","Dead","Middle","",5.01,"Submitted"
"358816","2025-05-13T18:00Z","SNF Cordovas","1123","10-Hour","Dead","","",5.88,"Submitted"
"361640","2025-06-02T16:00Z","Henry Mountains","554","10-Hour","Dead","","Gravimetric",7.712,"Submitted"
"358574","2025-05-15T15:00Z","D02_Ohaver_Lake","318","10-Hour","Dead","","",9.0,"Submitted"
"360686","2025-05-27T19:00Z","Deer Creek #2","1450","10-Hour","Dead","Old","",14.25,"Submitted"
"361737","2025-06-03T20:00Z","CIF Sulphur-Cienega","212","10-Hour","Dead","","",35.05,"Submitted"
"358421","2025-05-15T17:00Z","NAA Piney Hill","824","10-Hour","Dead","","",4.17,"Submitted"
"361235","2025-05-30T18:00Z","SNF Watershed","1131","10-Hour","Dead","","",7.0,"Submitted"
"360055","2025-05-13T06:00Z","Horse Hollow","588","10-Hour","Dead","","",9.0,"Submitted"
"358581","2025-05-15T14:00Z","D02_Kerr_Gulch","317","10-Hour","Dead","","",9.0,"Submitted"
"360450","2025-05-27T20:00Z","CIF David Canyon","208","1-Hour","Dead","","",7.55,"Submitted"
"360894","2025-05-27T18:00Z","SNF Banco Bonito","1121","1-Hour","Dead","","",8.44,"Submitted"
"361234","2025-05-30T18:00Z","SNF Watershed","1131","1-Hour","Dead","","",8.0,"Submitted"
"361289","2025-05-29T18:00Z","Blanco","100","1-Hour","Dead","","",11.0,"Submitted"
"358050","2025-05-13T23:00Z","KNF Jacob Lake","661","1-Hour","Dead","","Gravimetric",4.7225,"Submitted"
"358777","2025-05-14T18:00Z","SNF Joaquin","1127","1-Hour","Dead","","",5.99,"Submitted"
"359104","2025-05-12T06:00Z","D-11 Indian Creek","312","1-Hour","Dead","","",7.0,"Submitted"
"358814","2025-05-13T18:00Z","SNF Cordovas","1123","1-Hour","Dead","","",5.08,"Submitted"
"362330","2025-05-17T20:00Z","D10 - Tarryall","342","1-Hour","Dead","","",4.0,"Submitted"
"359957","2025-05-23T18:00Z","Blanco","100","1-Hour","Dead","","",4.0,"Submitted"
"358747","2025-05-16T00:00Z","GCP Walhalla","488","1-Hour","Dead","","Gravimetric",6.33,"Submitted"
"359886","2025-05-20T18:00Z","SNF Banco Bonito","1121","1-Hour","Dead","","",3.74,"Submitted"
"361442","2025-06-03T14:00Z","GCP DevArea","481","1-Hour","Dead","","Gravimetric",7.7575,"Submitted"
"362211","2025-05-16T20:00Z","D10 - Sledgehammer North","341","1-Hour","Dead","","",8.0,"Submitted"
"362206","2025-05-16T21:00Z","D10 - Flagstaff Mtn. - Hot","335","1-Hour","Dead","","",5.0,"Submitted"
"362347","2025-06-08T19:00Z","D10 - Flagstaff Mtn. - Hot","335","1-Hour","Dead","","",3.0,"Submitted"
"358451","2025-05-13T22:00Z","CIF Red Canyon","211","1-Hour","Dead","","",9.0,"Submitted"
"359318","2025-05-19T20:00Z","Mill Creek","776","1-Hour","Dead","","Gravimetric",58.53,"Submitted"
"360525","2025-05-28T23:00Z","KNF Jacob Lake","661","1-Hour","Dead","","Gravimetric",4.2825,"Submitted"
"360700","2025-05-27T20:00Z","Deer Creek #3","1451","1-Hour","Dead","Old","",10.32,"Submitted"
"358741","2025-05-15T23:00Z","GCP DevArea","481","1-Hour","Dead","","Gravimetric",10.645,"Submitted"
"360076","2025-05-20T22:00Z","CIF Red Canyon","211","1-Hour","Dead","","",6.32,"Submitted"
"359949","2025-05-22T18:00Z","SNF Watershed","1131","1-Hour","Dead","","",5.0,"Submitted"
"360669","2025-05-27T18:00Z","Deer Creek #1","1449","1-Hour","Dead","","",11.32,"Submitted"
"361771","2025-05-15T20:00Z","RGFO - Four Mile","994","1-Hour","Dead","","",6.115,"Submitted"
"360900","2025-05-27T18:00Z","SNF Joaquin","1127","1-Hour","Dead","","",5.81,"Submitted"
"361449","2025-06-03T14:00Z","GCP Walhalla","488","1-Hour","Dead","","Gravimetric",6.09,"Submitted"
"360684","2025-05-27T19:00Z","Deer Creek #2","1450","1-Hour","Dead","Old","",14.71,"Submitted"
"359793","2025-05-20T22:00Z","CIF Sulphur-Cienega","212","1-Hour","Dead","","",38.58,"Submitted"
"362286","2025-06-04T06:00Z","D6 - Bear Creek","1422","1-Hour","Dead","","",12.96,"Submitted"
"361762","2025-05-15T18:00Z","RGFO - Copper Gulch","993","1-Hour","Dead","","",9.625,"Submitted"
"362342","2025-06-08T20:00Z","D10 - Flagstaff Mtn. - Cold","334","1-Hour","Dead","Middle","",8.0,"Submitted"
"360467","2025-05-16T23:00Z","KNF Little Mountain","663","1-Hour","Dead","","Gravimetric",8.46,"Submitted"
"358470","2025-05-13T22:00Z","CIF David Canyon","208","1-Hour","Dead","","",5.72,"Submitted"
"361341","2025-05-29T22:00Z","CIF Gallinas","209","1-Hour","Dead","","",3.0,"Submitted"
"361525","2025-05-19T06:00Z","D9 Mt. Herman","352","1-Hour","Dead","","",17.0,"Submitted"
"358635","2025-05-15T18:00Z","CIF Water Canyon","2032","1-Hour","Dead","","",3.0,"Submitted"
"359330","2025-05-19T22:00Z","Main Boulder","746","1-Hour","Dead","","Gravimetric",90.46,"Submitted"
"361511","2025-06-02T06:00Z","D9 Trout Creek","355","1-Hour","Dead","","",25.0,"Submitted"
"359183","2025-05-16T18:00Z","Blanco","100","1-Hour","Dead","","",5.0,"Submitted"
"361335","2025-05-28T18:00Z","SNF French Mesa","1125","1-Hour","Dead","","",3.15,"Submitted"
"358623","2025-05-15T17:00Z","CIF Sargent Canyon","2034","1-Hour","Dead","","",3.0,"Submitted"
"359128","2025-05-12T06:00Z","D11_Guanella_Pass","344","1-Hour","Dead","","",11.0,"Submitted"
"360464","2025-05-27T19:00Z","Nipple Butte","2494","1-Hour","Dead","","",10.5267,"Submitted"
"361812","2025-06-04T19:00Z","Mill Creek","776","1-Hour","Dead","","Gravimetric",35.1333,"Submitted"
"361734","2025-06-03T20:00Z","CIF Sulphur-Cienega","212","1-Hour","Dead","","",12.81,"Submitted"
"360484","2025-05-28T22:00Z","CIF Red Canyon","211","1-Hour","Dead","","",7.0,"Submitted"
"362337","2025-06-08T21:00Z","D10 - Sledgehammer North","341","1-Hour","Dead","","",6.0,"Submitted"
"361311","2025-05-28T18:00Z","SNF Cordovas","1123","1-Hour","Dead","","",6.39,"Submitted"
"358781","2025-05-14T18:00Z","SNF Banco Bonito","1121","1-Hour","Dead","","",5.44,"Submitted"
"359119","2025-05-12T06:00Z","D11_Miller_Gulch","345","1-Hour","Dead","","",6.0,"Submitted"
"362216","2025-05-17T21:00Z","D10 - Puma Hills","340","1-Hour","Dead","","",6.0,"Submitted"
"361504","2025-05-19T06:00Z","D9 Trout Creek","355","1-Hour","Dead","","",10.0,"Submitted"
"361518","2025-05-19T06:00Z","D9 North Rampart","354","1-Hour","Dead","","",11.0,"Submitted"
"362201","2025-05-16T21:00Z","D10 - Flagstaff Mtn. - Cold","334","1-Hour","Dead","Middle","",49.0,"Submitted"
"361048","2025-06-01T22:00Z","KNF 223-239","654","1-Hour","Dead","","Gravimetric",5.46,"Submitted"
"360515","2025-05-16T23:00Z","KNF 223-239","654","1-Hour","Dead","","Gravimetric",18.3,"Submitted"
"359415","2025-05-21T20:00Z","CIF Water Canyon","2032","1-Hour","Dead","","",1.0,"Submitted"
"359407","2025-05-21T18:00Z","CIF Sargent Canyon","2034","1-Hour","Dead","","",2.0,"Submitted"
"361614","2025-06-03T19:00Z","Main Boulder","746","1-Hour","Dead","","Gravimetric",47.59,"Submitted"
"361534","2025-05-19T06:00Z","Cheyenne Canyon","205","1-Hour","Dead","","",7.0,"Submitted"
"359175","2025-05-17T18:00Z","SNF Watershed","1131","1-Hour","Dead","","",9.0,"Submitted"
"362146","2025-06-04T20:00Z","Deer Creek #3","1451","1-Hour","Dead","Old","",12.32,"Submitted"
"361906","2025-06-04T19:00Z","Deer Creek #1","1449","1-Hour","Dead","","",10.71,"Submitted"
"362058","2025-06-02T19:00Z","bear valley","2633","1-Hour","Dead","","",7.23333,"Submitted"
"362139","2025-06-04T20:00Z","Deer Creek #2","1450","1-Hour","Dead","Old","",11.72,"Submitted"
"362176","2025-06-03T21:00Z","CIF Red Canyon","211","1-Hour","Dead","","",24.0,"Submitted"
"362032","2025-06-03T21:00Z","Ninemile C3","845","1-Hour","Dead","","",9.57,"Submitted"
"362006","2025-06-03T21:00Z","Ninemile C1","843","1-Hour","Dead","","",9.21,"Submitted"
"362021","2025-06-03T21:00Z","Ninemile C2","844","1-Hour","Dead","","",11.9,"Submitted"
"362116","2025-06-03T18:00Z","Grass Mesa","515","Alder, Mountain","Tree","Middle","",86.0,"Submitted"
"361942","2025-06-04T19:00Z","Deer Creek #1","1449","Alder, Speckled","Tree","","",258.14,"Submitted"
"360679","2025-05-27T18:00Z","Deer Creek #1","1449","Alder, Speckled","Tree","","",254.39,"Submitted"
"360695","2025-05-27T19:00Z","Deer Creek #2","1450","Alder, Speckled","Tree","","",263.33,"Submitted"
"361012","2025-05-30T07:00Z","CRD Confluence K2","297","Arrowweed","Shrub","","",164.0,"Submitted"
"358615","2025-05-15T19:00Z","CRD Confluence K2","297","Arrowweed","Shrub","","",175.0,"Submitted"
"361720","2025-06-03T19:00Z","Deception Saddle","363","Beargrass, Common","Forb","","",151.59,"Submitted"
"361569","2025-06-02T19:00Z","Vine Creek","1289","Beargrass, Common","Forb","","Gravimetric",119.24,"Submitted"
"361710","2025-06-02T07:00Z","Smith Ridge","1117","Beargrass, Common","Forb","Upper","",139.7,"Submitted"
"361437","2025-06-02T22:00Z","Bunkhouse  Little Rock Creek RAWS","1435","Beargrass, Common","Forb","","",104.727,"Submitted"
"361723","2025-05-28T19:00Z","Sawmill Saddle","1046","Beargrass, Common","Forb","","",108.2,"Submitted"
"361943","2025-06-05T18:00Z","Fog 3","456","Beargrass, Common","Forb","","",115.0,"Submitted"
"362166","2025-06-05T22:00Z","Pass Creek Pass","893","Beargrass, Common","Forb","","Gravimetric",108.74,"Submitted"
"361092","2025-05-30T19:00Z","Sullivan Pond","1195","Bitterbrush, Antelope","Shrub","","",154.1,"Submitted"
"362040","2025-05-14T19:00Z","Hay Canyon","546","Bitterbrush, Antelope","Shrub","","",127.0,"Submitted"
"362041","2025-05-28T19:00Z","Hay Canyon","546","Bitterbrush, Antelope","Shrub","","",156.0,"Submitted"
"361828","2025-06-03T21:00Z","Six Shooter","1102","Bitterbrush, Desert","Shrub","","",141.843,"Submitted"
"360885","2025-05-27T06:00Z","Daves Hollow","358","Bitterbrush, Desert","Shrub","","",83.36,"Submitted"
"360880","2025-05-29T19:00Z","SO","1137","Bitterbrush, Desert","Shrub","","",163.16,"Submitted"
"360534","2025-05-19T19:00Z","Six Shooter","1102","Bitterbrush, Desert","Shrub","","",160.86,"Submitted"
"358506","2025-05-15T20:00Z","Deer Hill","365","Bitterbrush, Desert","Shrub","New","",138.0,"Submitted"
"361232","2025-06-01T19:00Z","Deer Hill","365","Bitterbrush, Desert","Shrub","New","",131.0,"Submitted"
"361405","2025-06-02T19:00Z","Bogard","115","Bitterbrush, Desert","Shrub","","",157.0,"Submitted"
"358280","2025-05-14T07:00Z","Daves Hollow","358","Bitterbrush, Desert","Shrub","","",87.164,"Submitted"
"358613","2025-05-15T18:00Z","Cold Springs","262","Bitterbrush, Desert","Shrub","","",157.0,"Submitted"
"358883","2025-05-13T18:00Z","Adams","16","Bluegrass, Canada","Grass","","",304.0,"Submitted"
"361598","2025-05-27T18:00Z","Bearlodge","71","Bluegrass, Canada","Grass","","",303.0,"Submitted"
"359632","2025-05-22T14:00Z","Sand Creek RAWS","1834","Bluegrass, Kentucky","Grass","","Gravimetric",124.503,"Submitted"
"360184","2025-05-21T19:00Z","Baker Park","52","Bluegrass, Kentucky","Grass","","Gravimetric",279.0,"Submitted"
"360911","2025-05-29T05:00Z","Sheyenne RAWS","1837","Bluegrass, Kentucky","Grass","New","Gravimetric",189.823,"Submitted"
"358449","2025-05-14T21:00Z","Sheyenne RAWS","1837","Bluegrass, Kentucky","Grass","New","Gravimetric",144.89,"Submitted"
"360742","2025-05-27T19:00Z","Nemo","829","Bluestem, Big","Grass","","",270.0,"Submitted"
"361313","2025-05-27T16:00Z","Red Canyon","977","Bluestem, Little","Grass","","",352.0,"Submitted"
"361326","2025-05-27T19:00Z","Custer","311","Bluestem, Little","Grass","","Gravimetric",346.0,"Submitted"
"360323","2025-05-27T19:00Z","West Canyon","1321","Buckwheat, Eastern Mojave","Shrub","New","Gravimetric",120.81,"Submitted"
"358595","2025-05-12T17:00Z","Clark Motorway, Malibu","221","Ceanothus, Bigpod","Shrub","","",128.0,"Submitted"
"360463","2025-05-27T19:00Z","Nipple Butte","2494","Ceanothus, Buckbrush","Shrub","","",107.477,"Submitted"
"361652","2025-06-03T21:00Z","Oak Knoll","866","Ceanothus, Buckbrush","Shrub","","",96.0,"Submitted"
"359396","2025-05-15T20:00Z","Ponderosa Basin Ceanothus, Buckbrush Old","944","Ceanothus, Buckbrush","Shrub","Old","Gravimetric",111.2,"Submitted"
"361224","2025-05-30T19:00Z","Crow 532","306","Ceanothus, Buckbrush","Shrub","","Gravimetric",114.15,"Submitted"
"358790","2025-05-15T19:00Z","Crow 532","306","Ceanothus, Buckbrush","Shrub","","Gravimetric",108.62,"Submitted"
"361781","2025-06-04T20:00Z","Friend Mountain","476","Ceanothus, Buckbrush","Shrub","","",151.7,"Submitted"
"358925","2025-05-14T20:00Z","Friend Mountain","476","Ceanothus, Buckbrush","Shrub","","",163.5,"Submitted"
"359676","2025-05-20T05:00Z","SCE-Tollhouse","1067","Ceanothus, Buckbrush","Shrub","","",171.1,"Submitted"
"359035","2025-05-19T22:00Z","Oak Knoll","866","Ceanothus, Buckbrush","Shrub","","",103.0,"Submitted"
"362057","2025-06-02T19:00Z","bear valley","2633","Ceanothus, Buckbrush","Shrub","","",106.19,"Submitted"
"359008","2025-05-15T17:00Z","Shinar Saddle","1085","Ceanothus, Deerbrush","Shrub","","",186.857,"Submitted"
"358446","2025-05-15T16:00Z","PHD Yarnell","909","Ceanothus, Desert","Shrub","New","Gravimetric",101.0,"Submitted"
"358591","2025-05-13T17:00Z","Glendora Ridge, Glendora","497","Ceanothus, Hoaryleaf","Shrub","","",158.0,"Submitted"
"359672","2025-05-20T05:00Z","SCE-Sedco Hills","1064","Ceanothus, Hoaryleaf","Shrub","","",88.7,"Submitted"
"362197","2025-06-02T20:00Z","Cascade North Zone","191","Ceanothus, Redstem","Shrub","","Gravimetric",112.0,"Submitted"
"361889","2025-06-04T19:00Z","Emmett North Zone","422","Ceanothus, Redstem","Shrub","","Gravimetric",223.0,"Submitted"
"361888","2025-05-22T17:00Z","Emmett North Zone","422","Ceanothus, Redstem","Shrub","","Gravimetric",354.6,"Submitted"
"361098","2025-05-29T19:00Z","Mulhollan Gulch","1499","Ceanothus, Snowbrush","Tree","","",107.173,"Submitted"
"361238","2025-06-02T18:00Z","Blue Ridge","112","Ceanothus, Snowbrush","Tree","","",126.343,"Submitted"
"358187","2025-05-12T18:00Z","Mulhollan Gulch","1499","Ceanothus, Snowbrush","Tree","","",90.96,"Submitted"
"360656","2025-05-27T18:00Z","First Butte","448","Ceanothus, Snowbrush","Tree","","",103.907,"Submitted"
"358824","2025-05-15T20:00Z","Blue Ridge","112","Ceanothus, Snowbrush","Tree","","",114.703,"Submitted"
"357972","2025-05-12T07:00Z","TahoeDonner","1225","Ceanothus, Snowbrush","Tree","","",123.16,"Submitted"
"359678","2025-05-20T05:00Z","SCE-Highway 168","1057","Ceanothus, Whitethorn","Shrub","","",126.1,"Submitted"
"359680","2025-05-20T05:00Z","SCE-Shaver Lake","1065","Ceanothus, Whitethorn","Shrub","","",152.3,"Submitted"
"361659","2025-06-03T20:00Z","Toketee","1506","Ceanothus, Whitethorn","Shrub","","Gravimetric",156.0,"Submitted"
"361647","2025-06-03T19:00Z","Grandad","1504","Cedar, Incense","Tree","","Gravimetric",116.95,"Submitted"
