"Sample Id","Date-Time (ex. 2024-01-26T00:00:00+00:00)","Site Name","SiteId","Fuel Type","Category","Sub-Category","Method","Sample Avg Value","Sample Status"
"359563","2025-05-21T06:00Z","Log Chute","1429","1000-Hour","Dead","","",11.0,"Submitted"
"359939","2025-05-21T18:00Z","SNF La Cueva","1128","1000-Hour","Dead","","",21.64,"Submitted"
"359926","2025-05-21T18:00Z","SNF 6A","1120","1000-Hour","Dead","","",10.4,"Submitted"
"359901","2025-05-22T17:00Z","Wraith Falls","1348","1000-Hour","Dead","","",20.0,"Submitted"
"361585","2025-06-02T18:00Z","SNF La Cueva","1128","1000-Hour","Dead","","",21.83,"Submitted"
"361025","2025-05-30T20:00Z","D4 - Galena","1416","1000-Hour","Dead","","Gravimetric",14.71,"Submitted"
"359418","2025-05-21T20:00Z","CIF Water Canyon","2032","1000-Hour","Dead","","Gravimetric",3.33333,"Submitted"
"358740","2025-05-16T22:00Z","Brown Creek","1934","1000-Hour","Dead","","",10.694,"Submitted"
"362299","2025-06-05T20:00Z","D4 - Highlands","1440","1000-Hour","Dead","","Gravimetric",10.56,"Submitted"
"359410","2025-05-21T18:00Z","CIF Sargent Canyon","2034","1000-Hour","Dead","","Gravimetric",4.94667,"Submitted"
"360676","2025-05-29T18:00Z","Asay","37","1000-Hour","Dead","","",11.7833,"Submitted"
"362298","2025-06-05T19:00Z","D4 - Basin Creek","1414","1000-Hour","Dead","","Gravimetric",13.45,"Submitted"
"360677","2025-05-27T18:00Z","Deer Creek #1","1449","1000-Hour","Dead","Old","",14.5,"Submitted"
"361020","2025-05-29T18:00Z","D4 - Hay Canyon","1417","1000-Hour","Dead","","Gravimetric",14.13,"Submitted"
"359935","2025-05-21T19:00Z","Laughlin","2461","1000-Hour","Dead","","",7.71667,"Submitted"
"361360","2025-06-03T20:00Z","Hams #2","534","1000-Hour","Dead","","",22.73,"Submitted"
"361852","2025-06-04T17:00Z","Trestle Ridge","1269","1000-Hour","Dead","","",29.3333,"Submitted"
"358512","2025-05-14T16:00Z","Tally Lake South","1227","1000-Hour","Dead","","",36.68,"Submitted"
"361361","2025-06-03T20:00Z","Hams #1","533","1000-Hour","Dead","","",22.15,"Submitted"
"358515","2025-05-13T19:00Z","ASF Fill Tank","38","1000-Hour","Dead","","",11.8512,"Submitted"
"358279","2025-05-14T06:00Z","Daves Hollow","358","1000-Hour","Dead","","",11.38,"Submitted"
"358771","2025-05-15T20:00Z","Ladder Butte","677","1000-Hour","Dead","","",113.67,"Submitted"
"358967","2025-05-15T17:00Z","Blue Park","111","1000-Hour","Dead","","",12.75,"Submitted"
"358012","2025-05-12T19:00Z","Brookbank East","1768","1000-Hour","Dead","Middle","",9.32,"Submitted"
"361350","2025-06-03T17:00Z","U-38","1671","1000-Hour","Dead","","Gravimetric",13.4,"Submitted"
"360497","2025-05-27T06:00Z","Mud Springs","820","1000-Hour","Dead","","",10.0,"Submitted"
"358283","2025-05-12T06:00Z","ID-STF Rockcreek","605","1000-Hour","Dead","","",35.0,"Submitted"
"361344","2025-05-29T22:00Z","CIF Gallinas","209","1000-Hour","Dead","","",8.0,"Submitted"
"358744","2025-05-15T23:00Z","GCP DevArea","481","1000-Hour","Dead","","Gravimetric",14.93,"Submitted"
"358774","2025-05-15T20:00Z","Manzanita Lake","750","1000-Hour","Dead","","",49.16,"Submitted"
"361351","2025-06-03T17:00Z","Martin State Forest","1673","1000-Hour","Dead","","Gravimetric",11.53,"Submitted"
"361352","2025-06-03T17:00Z","Hardin Ridge","1670","1000-Hour","Dead","","Gravimetric",9.85,"Submitted"
"361349","2025-06-03T17:00Z","Tipsaw Lake","1672","1000-Hour","Dead","","Gravimetric",14.59,"Submitted"
"361877","2025-06-02T18:00Z","Mount Shasta","803","1000-Hour","Dead","","",5.71333,"Submitted"
"361837","2025-06-04T06:00Z","East Mesa","1969","1000-Hour","Dead","","Gravimetric",8.77,"Submitted"
"361829","2025-05-28T20:00Z","Lava Point","1968","1000-Hour","Dead","","Gravimetric",8.08,"Submitted"
"358750","2025-05-16T00:00Z","GCP Walhalla","488","1000-Hour","Dead","","Gravimetric",14.18,"Submitted"
"361826","2025-06-03T21:00Z","Six Shooter","1102","1000-Hour","Dead","","",8.99,"Submitted"
"360425","2025-05-28T08:00Z","McCall","754","1000-Hour","Dead","","Moisture Probe",27.0,"Submitted"
"358293","2025-05-13T06:00Z","Lava Point","1968","1000-Hour","Dead","","Gravimetric",43.42,"Submitted"
"360423","2025-05-21T08:00Z","McCall","754","1000-Hour","Dead","","Moisture Probe",26.0,"Submitted"
"360505","2025-05-27T06:00Z","Black Cedar","92","1000-Hour","Dead","","",10.0,"Submitted"
"360422","2025-05-23T18:00Z","Lory State Park","1448","1000-Hour","Dead","","",13.93,"Submitted"
"361331","2025-05-28T18:00Z","SNF Cordovas","1123","1000-Hour","Dead","","",7.9,"Submitted"
"358532","2025-05-14T20:00Z","Gasquet","480","1000-Hour","Dead","","",15.3967,"Submitted"
"361822","2025-06-03T21:00Z","Juanita","628","1000-Hour","Dead","","",8.04,"Submitted"
"361817","2025-06-04T19:00Z","Mill Creek","776","1000-Hour","Dead","","Moisture Probe",21.6667,"Submitted"
"358536","2025-05-14T22:00Z","Mad River","744","1000-Hour","Dead","","",16.09,"Submitted"
"361815","2025-06-04T19:00Z","Mill Creek","776","1000-Hour","Dead","","Gravimetric",29.33,"Submitted"
"358053","2025-05-13T23:00Z","KNF Jacob Lake","661","1000-Hour","Dead","","Gravimetric",8.615,"Submitted"
"361325","2025-05-27T19:00Z","Custer","311","1000-Hour","Dead","","Gravimetric",35.0,"Submitted"
"361420","2025-05-30T18:00Z","Ohanapecosh","1443","1000-Hour","Dead","Old","Moisture Probe",23.0333,"Submitted"
"357960","2025-05-12T19:00Z","KNF Eagle 5","659","1000-Hour","Dead","","",13.75,"Submitted"
"361318","2025-05-27T18:00Z","Teepee","1233","1000-Hour","Dead","","",21.0,"Submitted"
"357970","2025-05-12T21:00Z","Nevada City","837","1000-Hour","Dead","","",13.31,"Submitted"
"360417","2025-05-26T18:00Z","Hartman","1446","1000-Hour","Dead","","",15.64,"Submitted"
"361795","2025-06-04T19:00Z","Gold Hill","506","1000-Hour","Dead","","",8.3,"Submitted"
"360519","2025-05-16T23:00Z","KNF 223-239","654","1000-Hour","Dead","","Gravimetric",17.0225,"Submitted"
"358547","2025-05-15T07:00Z","Mount Shasta","803","1000-Hour","Dead","","",17.93,"Submitted"
"358548","2025-05-15T07:00Z","McCloud (SHF)","757","1000-Hour","Dead","","",20.03,"Submitted"
"361312","2025-05-27T16:00Z","Red Canyon","977","1000-Hour","Dead","","",20.0,"Submitted"
"361431","2025-05-30T22:00Z","Longmire Campground","1444","1000-Hour","Dead","Old","Moisture Probe",21.9667,"Submitted"
"358365","2025-05-14T20:00Z","Mule Ck GS","821","1000-Hour","Dead","","",14.94,"Submitted"
"361292","2025-05-29T18:00Z","Blanco","100","1000-Hour","Dead","","",26.0,"Submitted"
"358793","2025-05-15T20:00Z","LNF Smokey Bear","714","1000-Hour","Dead","","",7.69,"Submitted"
"360945","2025-05-29T07:00Z","Lost Lake","1481","1000-Hour","Dead","New","Gravimetric",18.24,"Submitted"
"358363","2025-05-13T17:00Z","Yellow John","1354","1000-Hour","Dead","","",7.0,"Submitted"
"361780","2025-06-04T20:00Z","Friend Mountain","476","1000-Hour","Dead","","",11.8,"Submitted"
"361779","2025-06-04T22:00Z","Hayfork Compound","548","1000-Hour","Dead","","",9.6,"Submitted"
"361381","2025-06-02T17:00Z","Joes valley","627","1000-Hour","Dead","","",14.795,"Submitted"
"359106","2025-05-12T06:00Z","D-11 Indian Creek","312","1000-Hour","Dead","","Gravimetric",13.0,"Submitted"
"360405","2025-05-26T18:00Z","SNF La Cueva","1128","1000-Hour","Dead","","",9.15,"Submitted"
"360511","2025-05-27T06:00Z","Horse Hollow","588","1000-Hour","Dead","","",9.0,"Submitted"
"361772","2025-05-15T20:00Z","RGFO - Four Mile","994","1000-Hour","Dead","","",9.815,"Submitted"
"361880","2025-06-02T19:00Z","McCloud (SHF)","757","1000-Hour","Dead","","",13.35,"Submitted"
"360929","2025-05-28T06:00Z","McCellan Creek","755","1000-Hour","Dead","","",19.035,"Submitted"
"360926","2025-05-28T06:00Z","Jimtown","626","1000-Hour","Dead","","",12.035,"Submitted"
"358821","2025-05-13T18:00Z","SNF Cordovas","1123","1000-Hour","Dead","","",15.94,"Submitted"
"360528","2025-05-28T23:00Z","KNF Jacob Lake","661","1000-Hour","Dead","","Gravimetric",11.145,"Submitted"
"360397","2025-05-15T18:00Z","LNF Capitan-Read Mesa","2395","1000-Hour","Dead","","",10.29,"Submitted"
"361763","2025-05-15T18:00Z","RGFO - Copper Gulch","993","1000-Hour","Dead","","",9.46,"Submitted"
"358565","2025-05-15T17:00Z","D02_Ute_Trail","320","1000-Hour","Dead","","",12.0,"Submitted"
"360485","2025-05-27T06:00Z","Tule Valley","1275","1000-Hour","Dead","","",12.0,"Submitted"
"361256","2025-05-21T07:00Z","PNF Cherry","933","1000-Hour","Dead","","Moisture Probe",9.7,"Submitted"
"361255","2025-05-13T21:00Z","PNF Cherry","933","1000-Hour","Dead","","Moisture Probe",13.45,"Submitted"
"360921","2025-05-28T06:00Z","Benchmark","75","1000-Hour","Dead","","",12.3725,"Submitted"
"361283","2025-06-02T20:00Z","Mule Ck GS","821","1000-Hour","Dead","","",11.0233,"Submitted"
"358559","2025-05-15T16:00Z","D02_Browns_Creek","315","1000-Hour","Dead","","",16.0,"Submitted"
"361259","2025-05-28T21:00Z","PNF Cherry","933","1000-Hour","Dead","","Moisture Probe",8.97,"Submitted"
"361254","2025-05-30T21:00Z","Crooked Wash","304","1000-Hour","Dead","","",6.42,"Submitted"
"361436","2025-06-02T22:00Z","Bunkhouse  Little Rock Creek RAWS","1435","1000-Hour","Dead","","",12.7867,"Submitted"
"358571","2025-05-15T18:00Z","D02_Ute_Trail_Lower","321","1000-Hour","Dead","","",10.0,"Submitted"
"361413","2025-05-30T16:00Z","South Fork Judith","1151","1000-Hour","Dead","","",29.6317,"Submitted"
"361244","2025-05-30T21:00Z","Crossroads","305","1000-Hour","Dead","","",6.59,"Submitted"
"361753","2025-06-03T07:00Z","CNF Gardner Canyon","230","1000-Hour","Dead","","",7.24,"Submitted"
"361748","2025-06-02T07:00Z","CNF Bog Springs","226","1000-Hour","Dead","","",21.02,"Submitted"
"361757","2025-06-03T07:00Z","CNF Alamo Canyon","225","1000-Hour","Dead","","",9.12,"Submitted"
"358584","2025-05-15T14:00Z","D02_Kerr_Gulch","317","1000-Hour","Dead","","",11.0,"Submitted"
"358576","2025-05-15T15:00Z","D02_Ohaver_Lake","318","1000-Hour","Dead","","",12.0,"Submitted"
"361733","2025-06-02T07:00Z","CNF Mt. Hopkins","234","1000-Hour","Dead","","",9.74,"Submitted"
"358427","2025-05-14T18:00Z","LNF Mayhill","712","1000-Hour","Dead","","",8.4,"Submitted"
"361237","2025-05-30T18:00Z","SNF Watershed","1131","1000-Hour","Dead","","",48.0,"Submitted"
"360531","2025-05-19T18:00Z","Juanita","628","1000-Hour","Dead","","",11.42,"Submitted"
"360533","2025-05-19T19:00Z","Six Shooter","1102","1000-Hour","Dead","","",11.63,"Submitted"
"358433","2025-05-14T18:00Z","LNF West Side","715","1000-Hour","Dead","","",13.3,"Submitted"
"358439","2025-05-14T18:00Z","LNF Cosmic","711","1000-Hour","Dead","","",14.0,"Submitted"
"360331","2025-05-21T21:00Z","COF Thompson Lane","259","1000-Hour","Dead","","",9.4,"Submitted"
"361739","2025-06-03T20:00Z","CIF Sulphur-Cienega","212","1000-Hour","Dead","","",16.625,"Submitted"
"360330","2025-05-14T21:00Z","COF Thompson Lane","259","1000-Hour","Dead","","",12.1,"Submitted"
"361225","2025-05-30T19:00Z","Blue Park","111","1000-Hour","Dead","","",14.1067,"Submitted"
"358454","2025-05-13T22:00Z","CIF Red Canyon","211","1000-Hour","Dead","","",14.0,"Submitted"
"361223","2025-05-30T19:00Z","Crow 532","306","1000-Hour","Dead","","Gravimetric",27.09,"Submitted"
"358826","2025-05-12T18:00Z","SNF La Cueva","1128","1000-Hour","Dead","","",24.16,"Submitted"
"360332","2025-05-27T21:00Z","COF Thompson Lane","259","1000-Hour","Dead","","",10.23,"Submitted"
"360901","2025-05-27T21:00Z","GNF Lincoln Canyon","502","1000-Hour","Dead","","Gravimetric",5.025,"Submitted"
"361445","2025-06-03T14:00Z","GCP DevArea","481","1000-Hour","Dead","","Gravimetric",8.01,"Submitted"
"361727","2025-05-28T18:00Z","Smith Creek","1113","1000-Hour","Dead","","",11.87,"Submitted"
"359431","2025-05-21T06:00Z","East Mesa","1969","1000-Hour","Dead","","Gravimetric",10.86,"Submitted"
"361216","2025-05-30T21:00Z","Whiskey Gulch","1328","1000-Hour","Dead","","",20.2467,"Submitted"
"359442","2025-05-21T21:00Z","Rye Grass","1025","1000-Hour","Dead","","",9.625,"Submitted"
"361213","2025-05-28T19:00Z","Fifth Creek Pass","1498","1000-Hour","Dead","","",35.845,"Submitted"
"361453","2025-06-03T14:00Z","GCP Walhalla","488","1000-Hour","Dead","","Gravimetric",13.03,"Submitted"
"358508","2025-05-14T16:00Z","Tally Lake North","1226","1000-Hour","Dead","","",43.8275,"Submitted"
"361458","2025-06-02T19:00Z","Tally Lake South","1227","1000-Hour","Dead","","",16.9525,"Submitted"
"359120","2025-05-12T06:00Z","D11_Miller_Gulch","345","1000-Hour","Dead","","Gravimetric",18.0,"Submitted"
"359130","2025-05-12T06:00Z","D11_Guanella_Pass","344","1000-Hour","Dead","","Gravimetric",13.0,"Submitted"
"359759","2025-05-22T20:00Z","Boulder Flatiron","1867","1000-Hour","Dead","","",10.4567,"Submitted"
"361448","2025-06-02T19:00Z","Tally Lake North","1226","1000-Hour","Dead","","",23.12,"Submitted"
"361205","2025-05-29T06:00Z","D02_Ohaver_Lake","318","1000-Hour","Dead","","",7.0,"Submitted"
"359160","2025-05-13T18:00Z","North Long Point","854","1000-Hour","Dead","","",12.0067,"Submitted"
"358465","2025-05-12T06:00Z","Red Feather","981","1000-Hour","Dead","","",17.44,"Submitted"
"358983","2025-05-15T06:00Z","Rocky Pitch","1008","1000-Hour","Dead","","",8.0,"Submitted"
"360884","2025-05-27T06:00Z","Daves Hollow","358","1000-Hour","Dead","","",7.57,"Submitted"
"360303","2025-05-27T19:00Z","KNF Eagle 5","659","1000-Hour","Dead","","",7.08,"Submitted"
"361702","2025-06-02T21:00Z","Sand Dunes","1038","1000-Hour","Dead","","",7.9,"Submitted"
"361190","2025-05-29T06:00Z","D02_Kerr_Gulch","317","1000-Hour","Dead","","",8.0,"Submitted"
"361701","2025-06-02T16:00Z","Lost Creek","729","1000-Hour","Dead","","",7.498,"Submitted"
"359443","2025-05-21T21:00Z","Calico","179","1000-Hour","Dead","","",11.74,"Submitted"
"361185","2025-05-29T06:00Z","D02_Ute_Trail_Lower","321","1000-Hour","Dead","","",7.0,"Submitted"
"361179","2025-05-29T06:00Z","D02_Ute_Trail","320","1000-Hour","Dead","","",10.0,"Submitted"
"358986","2025-05-15T06:00Z","Kannah Creek","634","1000-Hour","Dead","","",9.0,"Submitted"
"359311","2025-05-20T16:00Z","Diamond","380","1000-Hour","Dead","","",16.445,"Submitted"
"360980","2025-05-30T17:00Z","CNF Shake Trail","241","1000-Hour","Dead","Middle","Gravimetric",5.42333,"Submitted"
"362203","2025-05-16T21:00Z","D10 - Flagstaff Mtn. - Cold","334","1000-Hour","Dead","","",9.0,"Submitted"
"362208","2025-05-16T21:00Z","D10 - Flagstaff Mtn. - Hot","335","1000-Hour","Dead","","",6.0,"Submitted"
"360853","2025-05-28T06:00Z","ID-STF Bostetter","600","1000-Hour","Dead","","",18.0,"Submitted"
"362233","2025-06-05T20:00Z","ID-STF Stanley","609","1000-Hour","Dead","","",12.0,"Submitted"
"361690","2025-06-03T19:00Z","Sula  RAWS","1428","1000-Hour","Dead","","",17.2067,"Submitted"
"358154","2025-05-13T15:00Z","D02_Castle_Rock","316","1000-Hour","Dead","","",18.0,"Submitted"
"358139","2025-05-13T16:00Z","D01_Turquoise_Lake","314","1000-Hour","Dead","","",15.0,"Submitted"
"361403","2025-06-02T09:00Z","Sugarloaf","1505","1000-Hour","Dead","","",32.78,"Submitted"
"358147","2025-05-13T17:00Z","D01_Lodgepole_Flats","313","1000-Hour","Dead","","",14.0,"Submitted"
"358160","2025-05-13T15:00Z","D02_Red_Deer","319","1000-Hour","Dead","","",11.0,"Submitted"
"359178","2025-05-17T18:00Z","SNF Watershed","1131","1000-Hour","Dead","","",27.0,"Submitted"
"361175","2025-05-27T18:00Z","McDevitt","760","1000-Hour","Dead","","",13.3333,"Submitted"
"359186","2025-05-16T18:00Z","Blanco","100","1000-Hour","Dead","","",24.0,"Submitted"
"361402","2025-06-02T19:00Z","Bogard","115","1000-Hour","Dead","","",27.0,"Submitted"
"360591","2025-05-28T20:00Z","Emerald Mnt.","420","1000-Hour","Dead","","",12.63,"Submitted"
"360453","2025-05-27T20:00Z","CIF David Canyon","208","1000-Hour","Dead","","",31.105,"Submitted"
"358874","2025-05-16T17:00Z","Buck Flat Low Elev.","144","1000-Hour","Dead","","",14.3833,"Submitted"
"361480","2025-06-01T18:00Z","Burro Hill","155","1000-Hour","Dead","","",30.0,"Submitted"
"360847","2025-05-28T06:00Z","ID-STF Rockcreek","605","1000-Hour","Dead","","",39.0,"Submitted"
"358630","2025-05-15T17:00Z","CIF Sargent Canyon","2034","1000-Hour","Dead","","Gravimetric",6.69,"Submitted"
"360229","2025-05-26T19:00Z","Brookbank East","1768","1000-Hour","Dead","Middle","",5.68667,"Submitted"
"358170","2025-05-12T20:00Z","West Elk Creek","1320","1000-Hour","Dead","","",17.0,"Submitted"
"360842","2025-05-28T06:00Z","ID-STF Howell Canyon","603","1000-Hour","Dead","","",27.0,"Submitted"
"358473","2025-05-13T22:00Z","CIF David Canyon","208","1000-Hour","Dead","","",28.61,"Submitted"
"360860","2025-05-28T06:00Z","ID-STF Sublett","610","1000-Hour","Dead","","",39.0,"Submitted"
"360477","2025-05-27T06:00Z","Sevier Reservoir","1078","1000-Hour","Dead","","",10.0,"Submitted"
"361487","2025-06-01T18:00Z","Cache Creek","167","1000-Hour","Dead","","",16.0,"Submitted"
"361121","2025-05-18T06:00Z","Carterville","2267","1000-Hour","Dead","","",12.555,"Submitted"
"359007","2025-05-15T17:00Z","Shinar Saddle","1085","1000-Hour","Dead","","",9.68,"Submitted"
"359796","2025-05-20T22:00Z","CIF Sulphur-Cienega","212","1000-Hour","Dead","","",18.125,"Submitted"
"360835","2025-05-22T18:00Z","GNF Pueblo Park","2197","1000-Hour","Dead","","Gravimetric",6.0,"Submitted"
"358638","2025-05-15T18:00Z","CIF Water Canyon","2032","1000-Hour","Dead","","Gravimetric",4.73,"Submitted"
"361125","2025-06-01T17:00Z","Carterville","2267","1000-Hour","Dead","","",17.125,"Submitted"
"361679","2025-06-02T20:00Z","N. Yuba Brandy City","131","1000-Hour","Dead","","Gravimetric",13.2933,"Submitted"
"358888","2025-05-13T18:00Z","Adams","16","1000-Hour","Dead","","",26.0,"Submitted"
"359010","2025-05-15T22:00Z","Red Cap Manzanita","978","1000-Hour","Dead","","",11.24,"Submitted"
"358892","2025-05-16T17:00Z","Buck Flat","143","1000-Hour","Dead","","",13.0767,"Submitted"
"358896","2025-05-16T17:00Z","Clayton SNOTEL","223","1000-Hour","Dead","","",17.1467,"Submitted"
"360605","2025-05-27T21:00Z","Big Horn","82","1000-Hour","Dead","","",7.91,"Submitted"
"360766","2025-05-28T18:00Z","LNF Queen Admin","713","1000-Hour","Dead","","",8.13,"Submitted"
"360182","2025-05-21T19:00Z","Baker Park","52","1000-Hour","Dead","","Gravimetric",20.0,"Submitted"
"359013","2025-05-15T22:00Z","Leperron Tanoak","1458","1000-Hour","Dead","","",16.1867,"Submitted"
"359014","2025-05-15T22:00Z","Ziegler","1359","1000-Hour","Dead","","",14.5367,"Submitted"
"361115","2025-05-29T06:00Z","D01_Turquoise_Lake","314","1000-Hour","Dead","","",14.0,"Submitted"
"361116","2025-06-01T17:00Z","Beaver Creek","2560","1000-Hour","Dead","","",16.955,"Submitted"
"361109","2025-05-18T17:00Z","Beaver Creek","2560","1000-Hour","Dead","","",13.61,"Submitted"
"362213","2025-05-16T20:00Z","D10 - Sledgehammer North","341","1000-Hour","Dead","","",9.0,"Submitted"
"359200","2025-05-19T18:00Z","Hartman","1446","1000-Hour","Dead","","",18.86,"Submitted"
"361497","2025-05-23T22:00Z","Fencemaker","441","1000-Hour","Dead","","",14.474,"Submitted"
"361499","2025-06-02T20:00Z","Fencemaker","441","1000-Hour","Dead","","",8.526,"Submitted"
"361126","2025-05-29T06:00Z","D02_Castle_Rock","316","1000-Hour","Dead","","",9.0,"Submitted"
"358184","2025-05-14T19:00Z","KNF South","665","1000-Hour","Dead","","",10.8733,"Submitted"
"361148","2025-05-29T06:00Z","D02_Browns_Creek","315","1000-Hour","Dead","","",9.0,"Submitted"
"359016","2025-05-15T20:00Z","Ammon","26","1000-Hour","Dead","","",16.3,"Submitted"
"361135","2025-05-29T06:00Z","D02_Red_Deer","319","1000-Hour","Dead","","",10.0,"Submitted"
"361668","2025-06-03T21:00Z","PNF Cherry","933","1000-Hour","Dead","","Moisture Probe",11.43,"Submitted"
"359319","2025-05-19T20:00Z","Mill Creek","776","1000-Hour","Dead","","Gravimetric",27.62,"Submitted"
"360987","2025-05-30T18:00Z","Lady Bug North","1426","1000-Hour","Dead","Upper","Gravimetric",2.48,"Submitted"
"362219","2025-05-17T21:00Z","D10 - Puma Hills","340","1000-Hour","Dead","","",11.0,"Submitted"
"361672","2025-06-04T21:00Z","COF Thompson Lane","259","1000-Hour","Dead","","",15.03,"Submitted"
"361097","2025-05-29T19:00Z","Mulhollan Gulch","1499","1000-Hour","Dead","","",12.5633,"Submitted"
"359321","2025-05-19T20:00Z","Mill Creek","776","1000-Hour","Dead","","Moisture Probe",18.3333,"Submitted"
"361091","2025-05-30T19:00Z","Sullivan Pond","1195","1000-Hour","Dead","","",13.38,"Submitted"
"359210","2025-05-15T21:00Z","S. Yuba White Cloud","1405","1000-Hour","Dead","","Gravimetric",15.465,"Submitted"
"361667","2025-06-03T21:00Z","Mt Elizabeth RAWS","812","1000-Hour","Dead","","Gravimetric",57.8167,"Submitted"
"360470","2025-05-16T23:00Z","KNF Little Mountain","663","1000-Hour","Dead","","Gravimetric",66.935,"Submitted"
"360741","2025-05-27T19:00Z","Nemo","829","1000-Hour","Dead","","",25.0,"Submitted"
"358186","2025-05-12T18:00Z","Mulhollan Gulch","1499","1000-Hour","Dead","","",38.22,"Submitted"
"361507","2025-05-19T06:00Z","D9 Trout Creek","355","1000-Hour","Dead","","",13.0,"Submitted"
"358905","2025-05-14T19:00Z","N. Yuba Brandy City","131","1000-Hour","Dead","","Gravimetric",19.3067,"Submitted"
"361513","2025-06-02T06:00Z","D9 Trout Creek","355","1000-Hour","Dead","","",33.0,"Submitted"
"361660","2025-06-02T21:00Z","S. Yuba White Cloud","1405","1000-Hour","Dead","","Gravimetric",11.29,"Submitted"
"359331","2025-05-21T16:00Z","Needle Creek","828","1000-Hour","Dead","","",13.0,"Submitted"
"359538","2025-05-21T06:00Z","Sauls Creek","1043","1000-Hour","Dead","","",24.0,"Submitted"
"361651","2025-06-03T21:00Z","Oak Knoll","866","1000-Hour","Dead","","",5.0,"Submitted"
"361649","2025-06-03T23:00Z","Quincy RD","962","1000-Hour","Dead","","",43.3767,"Submitted"
"360081","2025-05-20T22:00Z","CIF Red Canyon","211","1000-Hour","Dead","","",10.64,"Submitted"
"359326","2025-05-21T17:00Z","Monarch","792","1000-Hour","Dead","","",12.0,"Submitted"
"359556","2025-05-21T06:00Z","Middle Mountain","1103","1000-Hour","Dead","","",14.0,"Submitted"
"360068","2025-05-13T06:00Z","Black Cedar","92","1000-Hour","Dead","","",13.0,"Submitted"
"358214","2025-05-13T06:00Z","Demaree","372","1000-Hour","Dead","Middle","",6.46,"Submitted"
"359335","2025-05-19T20:00Z","West Bridger","1319","1000-Hour","Dead","","Gravimetric",25.9133,"Submitted"
"359034","2025-05-19T22:00Z","Oak Knoll","866","1000-Hour","Dead","","",8.0,"Submitted"
"361646","2025-06-03T19:00Z","Grandad","1504","1000-Hour","Dead","","Gravimetric",51.3033,"Submitted"
"359336","2025-05-19T20:00Z","West Bridger","1319","1000-Hour","Dead","","Moisture Probe",17.6667,"Submitted"
"361638","2025-05-22T20:00Z","Quilcene","1455","1000-Hour","Dead","","Gravimetric",53.9833,"Submitted"
"361642","2025-06-02T16:00Z","Henry Mountains","554","1000-Hour","Dead","","Gravimetric",6.752,"Submitted"
"362240","2025-06-04T20:00Z","ID-STF Oregon Gulch","604","1000-Hour","Dead","","",14.0,"Submitted"
"360057","2025-05-13T06:00Z","Horse Hollow","588","1000-Hour","Dead","","",13.0,"Submitted"
"358224","2025-05-13T06:00Z","Spear Hunter","1158","1000-Hour","Dead","","",5.55,"Submitted"
"359243","2025-05-20T18:00Z","SNF Cordovas","1123","1000-Hour","Dead","","",13.53,"Submitted"
"361610","2025-06-02T19:00Z","Manzanita Lake","750","1000-Hour","Dead","","",53.34,"Submitted"
"359340","2025-05-19T22:00Z","Main Boulder","746","1000-Hour","Dead","","Gravimetric",24.86,"Submitted"
"360720","2025-05-26T22:00Z","Porter Springs","1933","1000-Hour","Dead","","",7.555,"Submitted"
"361867","2025-06-04T19:00Z","GNF Signal Peak","2098","1000-Hour","Dead","","Gravimetric",11.0,"Submitted"
"360719","2025-05-28T19:00Z","Pillsbury","914","1000-Hour","Dead","","Gravimetric",20.1433,"Submitted"
"362243","2025-06-03T20:00Z","ID-STF Abbot Bridge","599","1000-Hour","Dead","","",18.0,"Submitted"
"362250","2025-06-02T20:00Z","ID-STF Fleck Summit","602","1000-Hour","Dead","","",15.0,"Submitted"
"361520","2025-05-19T06:00Z","D9 North Rampart","354","1000-Hour","Dead","","",10.0,"Submitted"
"359046","2025-05-14T18:00Z","Pillsbury","914","1000-Hour","Dead","","Gravimetric",27.5314,"Submitted"
"359244","2025-05-20T18:00Z","D4 - Hay Canyon","1417","1000-Hour","Dead","","Gravimetric",23.45,"Submitted"
"362333","2025-05-17T20:00Z","D10 - Tarryall","342","1000-Hour","Dead","","",6.0,"Submitted"
"361616","2025-06-03T20:00Z","Dry Creek","389","1000-Hour","Dead","","",11.8533,"Submitted"
"359341","2025-05-19T22:00Z","Main Boulder","746","1000-Hour","Dead","","Moisture Probe",17.9,"Submitted"
"359628","2025-05-22T18:00Z","McCook","758","1000-Hour","Dead","","",7.71,"Submitted"
"361621","2025-06-02T17:00Z","Ladder Butte","677","1000-Hour","Dead","","",133.77,"Submitted"
"361619","2025-06-03T21:00Z","Main Boulder","746","1000-Hour","Dead","","Moisture Probe",16.8333,"Submitted"
"362350","2025-06-08T19:00Z","D10 - Flagstaff Mtn. - Hot","335","1000-Hour","Dead","","",7.0,"Submitted"
"360062","2025-05-13T06:00Z","Sevier Reservoir","1078","1000-Hour","Dead","","",11.0,"Submitted"
"361617","2025-06-03T19:00Z","Main Boulder","746","1000-Hour","Dead","","Gravimetric",26.0333,"Submitted"
"361609","2025-05-28T22:00Z","Tom Creek","1453","1000-Hour","Dead","","Gravimetric",38.8567,"Submitted"
"362344","2025-06-08T20:00Z","D10 - Flagstaff Mtn. - Cold","334","1000-Hour","Dead","","",10.0,"Submitted"
"362339","2025-06-08T21:00Z","D10 - Sledgehammer North","341","1000-Hour","Dead","","",7.0,"Submitted"
"361606","2025-06-03T19:00Z","West Bridger","1319","1000-Hour","Dead","","Gravimetric",24.0667,"Submitted"
