stationId,stationName,observationTime,NFDRType,fuelModelType,oneHR_TL_FuelMoisture,tenHR_TL_FuelMoisture,hundredHR_TL_FuelMoisture,thousandHR_TL_FuelMoisture,kbdi,gsi,woodyLFI_fuelMoisture,herbaceousLFI_fuelMoisture,ignitionComponent,energyReleaseComponent,spreadComponent,burningIndex
353524,ANTELOPE,2025-06-13,F,X,6.66,8.10,10.80,10.67,202,0.00,60.00,30.00,35.13,77.37,97.28,181.58
353524,ANTELOPE,2025-06-13,F,Y,6.66,8.10,10.80,10.67,202,0.00,60.00,30.00,31.10,49.33,3.51,32.23
353524,ANTELOPE,2025-06-13,F,Z,6.66,8.10,10.80,10.67,202,0.00,60.00,30.00,31.89,91.79,14.46,82.17
360991,BIG KNOB,2025-06-13,F,V,11.25,13.05,16.87,20.42,44,0.99,197.10,245.44,0.66,0.03,0.14,0.23
360991,BIG KNOB,2025-06-13,F,W,11.25,13.05,16.87,20.42,44,0.99,197.10,245.44,1.42,0.29,0.37,1.08
360991,BIG KNOB,2025-06-13,F,X,11.25,13.05,16.87,20.42,44,0.99,197.10,245.44,2.84,16.86,2.46,16.71
360991,BIG KNOB,2025-06-13,F,Y,11.25,13.05,16.87,20.42,44,0.99,197.10,245.44,9.29,16.82,1.27,12.29
360991,BIG KNOB,2025-06-13,F,Z,11.25,13.05,16.87,20.42,44,0.99,197.10,245.44,7.29,40.32,2.97,27.18
361002,ALLEGHENY,2025-06-13,F,V,20.16,14.42,17.36,21.17,45,0.91,182.99,223.28,0.00,0.00,0.00,0.00
361002,ALLEGHENY,2025-06-13,F,W,20.16,14.42,17.36,21.17,45,0.91,182.99,223.28,0.00,0.00,0.00,0.00
361002,ALLEGHENY,2025-06-13,F,X,20.16,14.42,17.36,21.17,45,0.91,182.99,223.28,0.15,8.56,1.93,10.95
361002,ALLEGHENY,2025-06-13,F,Y,20.16,14.42,17.36,21.17,45,0.91,182.99,223.28,0.43,13.62,0.74,8.72
361002,ALLEGHENY,2025-06-13,F,Z,20.16,14.42,17.36,21.17,45,0.91,182.99,223.28,0.34,29.50,1.74,18.40
361071,BEARS HEAD,2025-06-13,F,V,11.39,12.44,16.83,20.43,77,1.00,200.00,250.00,0.48,0.02,0.09,0.14
361071,BEARS HEAD,2025-06-13,F,W,11.39,12.44,16.83,20.43,77,1.00,200.00,250.00,1.43,0.48,0.44,1.44
361071,BEARS HEAD,2025-06-13,F,X,11.39,12.44,16.83,20.43,77,1.00,200.00,250.00,2.88,17.76,2.99,18.69
361071,BEARS HEAD,2025-06-13,F,Y,11.39,12.44,16.83,20.43,77,1.00,200.00,250.00,8.89,18.65,1.37,13.17
361071,BEARS HEAD,2025-06-13,F,Z,11.39,12.44,16.83,20.43,77,1.00,200.00,250.00,7.36,44.80,3.57,30.68
402102,BURNS,2025-06-13,F,V,13.69,16.08,16.59,19.75,196,0.99,198.57,247.75,0.22,0.01,0.04,0.07
402102,BURNS,2025-06-13,F,W,13.69,16.08,16.59,19.75,196,0.99,198.57,247.75,0.55,0.00,0.15,0.00
402102,BURNS,2025-06-13,F,X,13.69,16.08,16.59,19.75,196,0.99,198.57,247.75,1.68,12.08,2.35,14.04
402102,BURNS,2025-06-13,F,Y,13.69,16.08,16.59,19.75,196,0.99,198.57,247.75,5.37,16.74,1.15,11.75
402102,BURNS,2025-06-13,F,Z,13.69,16.08,16.59,19.75,196,0.99,198.57,247.75,4.21,33.87,2.70,24.02
417901,BIRD,2025-06-13,F,V,11.79,15.14,26.12,27.87,11,0.94,188.67,232.20,0.77,0.05,0.23,0.37
417901,BIRD,2025-06-13,F,W,11.79,15.14,26.12,27.87,11,0.94,188.67,232.20,2.51,0.28,1.42,1.96
417901,BIRD,2025-06-13,F,X,11.79,15.14,26.12,27.87,11,0.94,188.67,232.20,4.90,16.68,10.24,30.63
417901,BIRD,2025-06-13,F,Y,11.79,15.14,26.12,27.87,11,0.94,188.67,232.20,11.33,1.60,2.50,5.47
417901,BIRD,2025-06-13,F,Z,11.79,15.14,26.12,27.87,11,0.94,188.67,232.20,11.41,19.55,9.99,32.22
417902,BALCONES,2025-06-13,F,V,16.83,25.96,33.75,28.91,13,0.95,183.88,226.36,0.00,0.00,0.00,0.00
417902,BALCONES,2025-06-13,F,W,16.83,25.96,33.75,28.91,13,0.95,183.88,226.36,0.00,0.00,0.00,0.00
417902,BALCONES,2025-06-13,F,X,16.83,25.96,33.75,28.91,13,0.95,183.88,226.36,0.90,6.08,4.37,12.67
417902,BALCONES,2025-06-13,F,Y,16.83,25.96,33.75,28.91,13,0.95,183.88,226.36,2.27,0.00,1.18,0.00
417902,BALCONES,2025-06-13,F,Z,16.83,25.96,33.75,28.91,13,0.95,183.88,226.36,1.97,0.00,3.66,0.00
417903,BALCONES FLYING X,2025-06-13,F,V,17.17,26.56,33.88,29.54,11,0.95,185.60,228.87,0.00,0.00,0.00,0.00
417903,BALCONES FLYING X,2025-06-13,F,W,17.17,26.56,33.88,29.54,11,0.95,185.60,228.87,0.00,0.00,0.00,0.00
417903,BALCONES FLYING X,2025-06-13,F,X,17.17,26.56,33.88,29.54,11,0.95,185.60,228.87,1.28,5.49,9.19,18.28
417903,BALCONES FLYING X,2025-06-13,F,Y,17.17,26.56,33.88,29.54,11,0.95,185.60,228.87,2.66,0.00,1.90,0.00
417903,BALCONES FLYING X,2025-06-13,F,Z,17.17,26.56,33.88,29.54,11,0.95,185.60,228.87,2.73,0.00,7.63,0.00
418301,BRAZORIA NWR,2025-06-13,F,V,17.99,26.29,32.86,32.01,269,1.00,200.00,250.00,0.00,0.00,0.00,0.00
418301,BRAZORIA NWR,2025-06-13,F,W,17.99,26.29,32.86,32.01,269,1.00,200.00,250.00,0.00,0.00,0.00,0.00
418301,BRAZORIA NWR,2025-06-13,F,X,17.99,26.29,32.86,32.01,269,1.00,200.00,250.00,0.84,4.65,6.55,13.97
418301,BRAZORIA NWR,2025-06-13,F,Y,17.99,26.29,32.86,32.01,269,1.00,200.00,250.00,1.91,0.00,1.51,0.00
418301,BRAZORIA NWR,2025-06-13,F,Z,17.99,26.29,32.86,32.01,269,1.00,200.00,250.00,1.89,0.00,5.87,0.00
418502,ARANSAS,2025-06-13,F,V,19.41,26.91,33.50,31.82,301,0.71,142.50,159.64,0.00,0.00,0.00,0.00
418502,ARANSAS,2025-06-13,F,W,19.41,26.91,33.50,31.82,301,0.71,142.50,159.64,0.00,0.00,0.00,0.00
418502,ARANSAS,2025-06-13,F,X,19.41,26.91,33.50,31.82,301,0.71,142.50,159.64,0.63,4.26,9.50,15.90
418502,ARANSAS,2025-06-13,F,Y,19.41,26.91,33.50,31.82,301,0.71,142.50,159.64,1.09,0.00,1.29,0.00
418502,ARANSAS,2025-06-13,F,Z,19.41,26.91,33.50,31.82,301,0.71,142.50,159.64,1.08,0.00,5.03,0.00
418801,BOOTLEG,2025-06-13,F,V,8.72,10.45,15.06,17.18,16,0.98,196.48,244.46,1.22,0.05,0.18,0.35
418801,BOOTLEG,2025-06-13,F,W,8.72,10.45,15.06,17.18,16,0.98,196.48,244.46,4.92,1.19,1.90,4.16
418801,BOOTLEG,2025-06-13,F,X,8.72,10.45,15.06,17.18,16,0.98,196.48,244.46,8.75,24.54,10.08,36.65
418801,BOOTLEG,2025-06-13,F,Y,8.72,10.45,15.06,17.18,16,0.98,196.48,244.46,21.63,27.66,2.86,21.87
418801,BOOTLEG,2025-06-13,F,Z,8.72,10.45,15.06,17.18,16,0.98,196.48,244.46,21.80,61.95,11.42,59.31
422102,BRYSON CANYON,2025-06-13,F,V,2.42,4.23,6.93,10.80,88,0.72,122.00,127.43,73.44,5.23,79.70,48.06
422102,BRYSON CANYON,2025-06-13,F,W,2.42,4.23,6.93,10.80,88,0.72,122.00,127.43,66.06,8.75,37.02,42.69
422102,BRYSON CANYON,2025-06-13,F,X,2.42,4.23,6.93,10.80,88,0.72,122.00,127.43,85.49,75.96,118.79,197.92
422102,BRYSON CANYON,2025-06-13,F,Y,2.42,4.23,6.93,10.80,88,0.72,122.00,127.43,85.49,58.59,10.81,58.33
422102,BRYSON CANYON,2025-06-13,F,Z,2.42,4.23,6.93,10.80,88,0.72,122.00,127.43,85.49,123.26,41.68,152.71
422203,BRIMSTONE RESERVOIR,2025-06-13,F,V,3.27,4.45,7.89,10.23,381,0.33,65.37,38.43,73.87,9.40,318.84,119.65
422203,BRIMSTONE RESERVOIR,2025-06-13,F,W,3.27,4.45,7.89,10.23,381,0.33,65.37,38.43,73.87,12.30,124.30,87.36
422203,BRIMSTONE RESERVOIR,2025-06-13,F,X,3.27,4.45,7.89,10.23,381,0.33,65.37,38.43,73.87,97.13,345.33,362.50
422203,BRIMSTONE RESERVOIR,2025-06-13,F,Y,3.27,4.45,7.89,10.23,381,0.33,65.37,38.43,73.87,58.54,12.47,62.29
422203,BRIMSTONE RESERVOIR,2025-06-13,F,Z,3.27,4.45,7.89,10.23,381,0.33,65.37,38.43,73.87,119.01,62.59,181.24
422604,ASSAY,2025-06-13,F,V,4.52,6.17,9.40,12.79,28,0.45,89.07,75.68,49.57,5.64,87.48,50.50
422604,ASSAY,2025-06-13,F,W,4.52,6.17,9.40,12.79,28,0.45,89.07,75.68,38.33,8.82,30.47,37.86
422604,ASSAY,2025-06-13,F,X,4.52,6.17,9.40,12.79,28,0.45,89.07,75.68,51.15,77.80,89.92,171.79
422604,ASSAY,2025-06-13,F,Y,4.52,6.17,9.40,12.79,28,0.45,89.07,75.68,53.82,47.56,4.58,35.60
422604,ASSAY,2025-06-13,F,Z,4.52,6.17,9.40,12.79,28,0.45,89.07,75.68,56.24,101.06,19.39,97.66
422606,BUCK FLAT,2025-06-13,F,V,3.68,5.75,10.24,11.81,53,0.36,72.84,50.18,43.57,7.64,45.57,44.43
422606,BUCK FLAT,2025-06-13,F,W,3.68,5.75,10.24,11.81,53,0.36,72.84,50.18,34.72,10.73,16.60,32.65
422606,BUCK FLAT,2025-06-13,F,X,3.68,5.75,10.24,11.81,53,0.36,72.84,50.18,46.17,88.60,49.20,142.13
422606,BUCK FLAT,2025-06-13,F,Y,3.68,5.75,10.24,11.81,53,0.36,72.84,50.18,52.18,50.15,3.03,30.33
422606,BUCK FLAT,2025-06-13,F,Z,3.68,5.75,10.24,11.81,53,0.36,72.84,50.18,48.83,104.22,10.08,73.86
422609,BRYCE CANYON,2025-06-13,F,V,3.99,6.36,9.97,14.04,142,0.17,60.00,30.00,63.40,8.54,187.13,89.20
422609,BRYCE CANYON,2025-06-13,F,W,3.99,6.36,9.97,14.04,142,0.17,60.00,30.00,63.40,10.87,62.24,60.00
422609,BRYCE CANYON,2025-06-13,F,X,3.99,6.36,9.97,14.04,142,0.17,60.00,30.00,63.40,91.26,176.39,258.53
422609,BRYCE CANYON,2025-06-13,F,Y,3.99,6.36,9.97,14.04,142,0.17,60.00,30.00,63.40,43.82,6.50,40.37
422609,BRYCE CANYON,2025-06-13,F,Z,3.99,6.36,9.97,14.04,142,0.17,60.00,30.00,63.40,97.37,29.74,117.30
422711,BIG INDIAN VALLEY,2025-06-13,F,V,3.29,4.82,8.13,11.78,495,0.47,93.97,83.38,67.38,6.45,95.34,57.27
422711,BIG INDIAN VALLEY,2025-06-13,F,W,3.29,4.82,8.13,11.78,495,0.47,93.97,83.38,51.73,10.10,32.26,42.79
422711,BIG INDIAN VALLEY,2025-06-13,F,X,3.29,4.82,8.13,11.78,495,0.47,93.97,83.38,69.19,83.33,96.79,187.87
422711,BIG INDIAN VALLEY,2025-06-13,F,Y,3.29,4.82,8.13,11.78,495,0.47,93.97,83.38,72.42,53.34,5.67,41.48
422711,BIG INDIAN VALLEY,2025-06-13,F,Z,3.29,4.82,8.13,11.78,495,0.47,93.97,83.38,72.42,113.45,24.59,115.17
422806,BADGER SPRING,2025-06-13,F,V,3.03,3.46,5.28,7.56,234,0.54,70.10,45.86,77.88,8.69,316.70,114.33
422806,BADGER SPRING,2025-06-13,F,W,3.03,3.46,5.28,7.56,234,0.54,70.10,45.86,77.88,13.62,101.15,83.09
422806,BADGER SPRING,2025-06-13,F,X,3.03,3.46,5.28,7.56,234,0.54,70.10,45.86,77.88,100.98,273.13,330.90
422806,BADGER SPRING,2025-06-13,F,Y,3.03,3.46,5.28,7.56,234,0.54,70.10,45.86,77.88,75.40,12.00,68.78
422806,BADGER SPRING,2025-06-13,F,Z,3.03,3.46,5.28,7.56,234,0.54,70.10,45.86,77.88,148.60,57.19,192.49
422903,AGUA CANYON,2025-06-13,F,V,4.62,6.08,9.31,12.68,28,0.44,87.77,73.63,44.10,5.63,66.82,46.06
422903,AGUA CANYON,2025-06-13,F,W,4.62,6.08,9.31,12.68,28,0.44,87.77,73.63,34.48,8.83,23.43,34.98
422903,AGUA CANYON,2025-06-13,F,X,4.62,6.08,9.31,12.68,28,0.44,87.77,73.63,46.10,77.98,70.24,157.88
422903,AGUA CANYON,2025-06-13,F,Y,4.62,6.08,9.31,12.68,28,0.44,87.77,73.63,49.71,47.95,3.94,33.53
422903,AGUA CANYON,2025-06-13,F,Z,4.62,6.08,9.31,12.68,28,0.44,87.77,73.63,50.99,101.37,15.75,89.55
451209,ABERNATHY MTN.,2025-06-13,F,V,11.18,10.26,11.25,12.94,262,0.80,160.79,188.38,2.46,0.32,2.73,2.81
451209,ABERNATHY MTN.,2025-06-13,F,W,11.18,10.26,11.25,12.94,262,0.80,160.79,188.38,4.07,0.87,4.30,5.52
451209,ABERNATHY MTN.,2025-06-13,F,X,11.18,10.26,11.25,12.94,262,0.80,160.79,188.38,6.67,21.72,21.09,49.09
451209,ABERNATHY MTN.,2025-06-13,F,Y,11.18,10.26,11.25,12.94,262,0.80,160.79,188.38,12.57,38.05,3.49,28.28
451209,ABERNATHY MTN.,2025-06-13,F,Z,11.18,10.26,11.25,12.94,262,0.80,160.79,188.38,13.41,67.81,15.39,72.47
451809,ASHFORD,2025-06-13,F,V,9.85,10.18,12.55,13.92,367,0.54,108.20,105.74,6.17,2.09,9.05,11.63
451809,ASHFORD,2025-06-13,F,W,9.85,10.18,12.55,13.92,367,0.54,108.20,105.74,4.06,1.96,2.26,5.96
451809,ASHFORD,2025-06-13,F,X,9.85,10.18,12.55,13.92,367,0.54,108.20,105.74,8.57,44.17,16.85,63.02
451809,ASHFORD,2025-06-13,F,Y,9.85,10.18,12.55,13.92,367,0.54,108.20,105.74,11.53,36.48,1.47,18.77
451809,ASHFORD,2025-06-13,F,Z,9.85,10.18,12.55,13.92,367,0.54,108.20,105.74,9.54,69.97,3.81,39.31
451917,BUCK CREEK,2025-06-13,F,V,7.74,8.21,9.79,11.97,273,0.48,96.05,86.65,19.82,3.41,41.95,29.53
451917,BUCK CREEK,2025-06-13,F,W,7.74,8.21,9.79,11.97,273,0.48,96.05,86.65,16.25,4.90,16.20,22.52
451917,BUCK CREEK,2025-06-13,F,X,7.74,8.21,9.79,11.97,273,0.48,96.05,86.65,21.70,59.62,48.42,117.58
451917,BUCK CREEK,2025-06-13,F,Y,7.74,8.21,9.79,11.97,273,0.48,96.05,86.65,22.89,45.50,2.59,27.01
451917,BUCK CREEK,2025-06-13,F,Z,7.74,8.21,9.79,11.97,273,0.48,96.05,86.65,22.57,85.97,9.57,66.02
463802,BEE MOUNTAIN,2025-06-13,F,V,9.39,12.07,16.02,18.80,62,0.99,198.04,246.92,1.07,0.05,0.18,0.33
463802,BEE MOUNTAIN,2025-06-13,F,W,9.39,12.07,16.02,18.80,62,0.99,198.04,246.92,2.21,0.73,0.44,1.77
463802,BEE MOUNTAIN,2025-06-13,F,X,9.39,12.07,16.02,18.80,62,0.99,198.04,246.92,4.10,20.73,2.54,18.62
463802,BEE MOUNTAIN,2025-06-13,F,Y,9.39,12.07,16.02,18.80,62,0.99,198.04,246.92,13.72,22.34,1.37,14.34
463802,BEE MOUNTAIN,2025-06-13,F,Z,9.39,12.07,16.02,18.80,62,0.99,198.04,246.92,10.77,50.57,3.21,30.96
471901,ANTIGO,2025-06-13,F,V,17.77,12.79,19.24,19.72,54,0.83,166.47,197.32,0.00,0.00,0.00,0.00
471901,ANTIGO,2025-06-13,F,W,17.77,12.79,19.24,19.72,54,0.83,166.47,197.32,0.00,0.00,0.00,0.00
471901,ANTIGO,2025-06-13,F,X,17.77,12.79,19.24,19.72,54,0.83,166.47,197.32,0.83,12.50,11.17,29.19
471901,ANTIGO,2025-06-13,F,Y,17.77,12.79,19.24,19.72,54,0.83,166.47,197.32,1.57,16.55,1.92,14.78
471901,ANTIGO,2025-06-13,F,Z,17.77,12.79,19.24,19.72,54,0.83,166.47,197.32,1.62,34.71,7.68,39.31
476002,BOSCOBEL,2025-06-13,F,V,35.00,35.00,28.16,18.10,76,0.97,194.65,241.59,0.00,0.00,0.00,0.00
476002,BOSCOBEL,2025-06-13,F,W,35.00,35.00,28.16,18.10,76,0.97,194.65,241.59,0.00,0.00,0.00,0.00
476002,BOSCOBEL,2025-06-13,F,X,35.00,35.00,28.16,18.10,76,0.97,194.65,241.59,0.00,0.00,0.00,0.00
476002,BOSCOBEL,2025-06-13,F,Y,35.00,35.00,28.16,18.10,76,0.97,194.65,241.59,0.00,1.53,0.00,0.00
476002,BOSCOBEL,2025-06-13,F,Z,35.00,35.00,28.16,18.10,76,0.97,194.65,241.59,0.00,0.00,0.00,0.00
476201,BROOKLYN,2025-06-13,F,V,35.00,35.00,28.96,18.46,40,0.99,198.48,247.62,0.00,0.00,0.00,0.00
476201,BROOKLYN,2025-06-13,F,W,35.00,35.00,28.96,18.46,40,0.99,198.48,247.62,0.00,0.00,0.00,0.00
476201,BROOKLYN,2025-06-13,F,X,35.00,35.00,28.96,18.46,40,0.99,198.48,247.62,0.00,0.00,0.00,0.00
476201,BROOKLYN,2025-06-13,F,Y,35.00,35.00,28.96,18.46,40,0.99,198.48,247.62,0.00,0.67,0.00,0.00
476201,BROOKLYN,2025-06-13,F,Z,35.00,35.00,28.96,18.46,40,0.99,198.48,247.62,0.00,0.00,0.00,0.00
480101,BECHLER,2025-06-13,F,V,5.94,7.77,16.13,15.51,89,0.77,136.06,149.53,10.67,2.03,6.26,9.51
480101,BECHLER,2025-06-13,F,W,5.94,7.77,16.13,15.51,89,0.77,136.06,149.53,7.80,3.20,2.16,6.71
480101,BECHLER,2025-06-13,F,X,5.94,7.77,16.13,15.51,89,0.77,136.06,149.53,17.38,48.30,16.00,63.14
480101,BECHLER,2025-06-13,F,Y,5.94,7.77,16.13,15.51,89,0.77,136.06,149.53,27.94,32.54,1.99,20.30
480101,BECHLER,2025-06-13,F,Z,5.94,7.77,16.13,15.51,89,0.77,136.06,149.53,24.26,72.58,5.70,47.31
480403,BURGESS,2025-06-13,F,V,9.03,9.01,17.73,17.89,52,0.63,126.87,135.08,11.98,1.32,25.92,14.90
480403,BURGESS,2025-06-13,F,W,9.03,9.01,17.73,17.89,52,0.63,126.87,135.08,8.08,2.04,6.77,9.58
480403,BURGESS,2025-06-13,F,X,9.03,9.01,17.73,17.89,52,0.63,126.87,135.08,16.48,37.59,47.23,92.08
480403,BURGESS,2025-06-13,F,Y,9.03,9.01,17.73,17.89,52,0.63,126.87,135.08,19.96,24.59,3.33,22.29
480403,BURGESS,2025-06-13,F,Z,9.03,9.01,17.73,17.89,52,0.63,126.87,135.08,21.06,56.53,14.38,62.91
500218,BUCKLAND UPLANDS,2025-06-13,F,V,35.00,33.26,13.33,16.38,4,0.21,60.00,30.00,0.00,0.00,0.00,0.00
500218,BUCKLAND UPLANDS,2025-06-13,F,W,35.00,33.26,13.33,16.38,4,0.21,60.00,30.00,0.00,0.00,0.00,0.00
500218,BUCKLAND UPLANDS,2025-06-13,F,X,35.00,33.26,13.33,16.38,4,0.21,60.00,30.00,0.00,0.00,0.00,0.00
500218,BUCKLAND UPLANDS,2025-06-13,F,Y,35.00,33.26,13.33,16.38,4,0.21,60.00,30.00,0.00,11.67,0.00,0.00
500218,BUCKLAND UPLANDS,2025-06-13,F,Z,35.00,33.26,13.33,16.38,4,0.21,60.00,30.00,0.00,0.25,0.00,0.00
500219,BOX RIVER,2025-06-13,F,V,23.13,32.62,12.16,15.27,25,0.05,60.00,30.00,0.00,0.00,0.00,0.00
500219,BOX RIVER,2025-06-13,F,W,23.13,32.62,12.16,15.27,25,0.05,60.00,30.00,0.00,0.00,0.00,0.00
500219,BOX RIVER,2025-06-13,F,X,23.13,32.62,12.16,15.27,25,0.05,60.00,30.00,0.00,0.00,23.07,0.00
500219,BOX RIVER,2025-06-13,F,Y,23.13,32.62,12.16,15.27,25,0.05,60.00,30.00,0.00,14.10,1.06,10.13
500219,BOX RIVER,2025-06-13,F,Z,23.13,32.62,12.16,15.27,25,0.05,60.00,30.00,0.00,6.27,4.94,14.61
500414,BEN CREEK,2025-06-13,F,V,7.38,8.06,10.65,12.62,26,0.35,70.52,46.54,22.27,4.27,53.16,35.25
500414,BEN CREEK,2025-06-13,F,W,7.38,8.06,10.65,12.62,26,0.35,70.52,46.54,17.97,6.72,19.85,27.53
500414,BEN CREEK,2025-06-13,F,X,7.38,8.06,10.65,12.62,26,0.35,70.52,46.54,23.72,70.19,58.06,135.56
500414,BEN CREEK,2025-06-13,F,Y,7.38,8.06,10.65,12.62,26,0.35,70.52,46.54,23.32,43.63,2.58,26.23
500414,BEN CREEK,2025-06-13,F,Z,7.38,8.06,10.65,12.62,26,0.35,70.52,46.54,22.51,85.91,9.55,64.95
500418,BEAVER (WBQ),2025-06-13,F,V,7.29,7.66,11.15,14.49,17,0.86,171.67,205.48,4.08,0.37,1.46,2.27
500418,BEAVER (WBQ),2025-06-13,F,W,7.29,7.66,11.15,14.49,17,0.86,171.67,205.48,8.85,2.01,4.01,7.71
500418,BEAVER (WBQ),2025-06-13,F,X,7.29,7.66,11.15,14.49,17,0.86,171.67,205.48,14.46,30.59,17.95,54.36
500418,BEAVER (WBQ),2025-06-13,F,Y,7.29,7.66,11.15,14.49,17,0.86,171.67,205.48,31.09,38.34,3.99,30.26
500418,BEAVER (WBQ),2025-06-13,F,Z,7.29,7.66,11.15,14.49,17,0.86,171.67,205.48,33.19,80.84,17.26,83.54
500423,BIRCH CREEK,2025-06-13,F,V,6.98,7.94,10.58,12.08,32,0.83,165.99,196.55,6.10,0.62,2.91,3.96
500423,BIRCH CREEK,2025-06-13,F,W,6.98,7.94,10.58,12.08,32,0.83,165.99,196.55,8.38,2.27,3.43,7.42
500423,BIRCH CREEK,2025-06-13,F,X,6.98,7.94,10.58,12.08,32,0.83,165.99,196.55,13.30,32.32,14.46,49.95
500423,BIRCH CREEK,2025-06-13,F,Y,6.98,7.94,10.58,12.08,32,0.83,165.99,196.55,28.65,45.35,3.17,29.37
500423,BIRCH CREEK,2025-06-13,F,Z,6.98,7.94,10.58,12.08,32,0.83,165.99,196.55,29.13,88.17,12.68,74.97
500726,ALCAN HWY MI-1244,2025-06-13,F,V,7.51,8.61,11.68,14.79,8,0.89,178.69,216.51,3.02,0.25,0.89,1.50
500726,ALCAN HWY MI-1244,2025-06-13,F,W,7.51,8.61,11.68,14.79,8,0.89,178.69,216.51,6.39,1.76,2.57,5.72
500726,ALCAN HWY MI-1244,2025-06-13,F,X,7.51,8.61,11.68,14.79,8,0.89,178.69,216.51,10.73,28.99,12.06,43.54
500726,ALCAN HWY MI-1244,2025-06-13,F,Y,7.51,8.61,11.68,14.79,8,0.89,178.69,216.51,25.22,36.98,3.05,26.19
500726,ALCAN HWY MI-1244,2025-06-13,F,Z,7.51,8.61,11.68,14.79,8,0.89,178.69,216.51,25.40,77.70,12.18,69.31
500742,ANGEL CREEK,2025-06-13,F,V,8.33,8.77,11.10,13.70,11,0.55,109.23,107.36,15.69,2.58,36.16,23.66
500742,ANGEL CREEK,2025-06-13,F,W,8.33,8.77,11.10,13.70,11,0.55,109.23,107.36,10.48,2.77,8.44,12.78
500742,ANGEL CREEK,2025-06-13,F,X,8.33,8.77,11.10,13.70,11,0.55,109.23,107.36,18.95,48.60,50.80,107.58
500742,ANGEL CREEK,2025-06-13,F,Y,8.33,8.77,11.10,13.70,11,0.55,109.23,107.36,21.00,39.44,2.93,26.54
500742,ANGEL CREEK,2025-06-13,F,Z,8.33,8.77,11.10,13.70,11,0.55,109.23,107.36,21.28,78.69,11.70,68.61
500751,BOLIO,2025-06-13,F,V,8.09,8.04,10.69,12.38,10,0.54,107.41,104.50,20.80,2.76,55.24,29.93
500751,BOLIO,2025-06-13,F,W,8.09,8.04,10.69,12.38,10,0.54,107.41,104.50,15.47,3.40,16.76,19.24
500751,BOLIO,2025-06-13,F,X,8.09,8.04,10.69,12.38,10,0.54,107.41,104.50,24.19,51.35,71.94,130.28
500751,BOLIO,2025-06-13,F,Y,8.09,8.04,10.69,12.38,10,0.54,107.41,104.50,25.31,43.61,3.79,31.36
500751,BOLIO,2025-06-13,F,Z,8.09,8.04,10.69,12.38,10,0.54,107.41,104.50,27.01,84.25,16.39,83.00
500758,BLAIR LAKES,2025-06-13,F,V,7.93,8.01,10.31,12.58,39,0.79,158.28,184.44,6.26,0.71,4.60,5.20
500758,BLAIR LAKES,2025-06-13,F,W,7.93,8.01,10.31,12.58,39,0.79,158.28,184.44,6.64,2.17,2.97,7.09
500758,BLAIR LAKES,2025-06-13,F,X,7.93,8.01,10.31,12.58,39,0.79,158.28,184.44,11.25,32.35,14.38,50.78
500758,BLAIR LAKES,2025-06-13,F,Y,7.93,8.01,10.31,12.58,39,0.79,158.28,184.44,21.71,43.71,2.57,26.37
500758,BLAIR LAKES,2025-06-13,F,Z,7.93,8.01,10.31,12.58,39,0.79,158.28,184.44,21.40,85.42,9.48,65.47
500760,BRIGADIER,2025-06-13,F,V,8.29,8.51,10.83,13.21,9,0.89,177.89,215.26,2.61,0.22,0.91,1.45
500760,BRIGADIER,2025-06-13,F,W,8.29,8.51,10.83,13.21,9,0.89,177.89,215.26,5.78,1.64,2.58,5.77
500760,BRIGADIER,2025-06-13,F,X,8.29,8.51,10.83,13.21,9,0.89,177.89,215.26,9.62,27.71,12.00,43.35
500760,BRIGADIER,2025-06-13,F,Y,8.29,8.51,10.83,13.21,9,0.89,177.89,215.26,21.89,41.16,2.98,27.45
500760,BRIGADIER,2025-06-13,F,Z,8.29,8.51,10.83,13.21,9,0.89,177.89,215.26,22.44,81.21,11.92,70.86
500902,BROADVIEW,2025-06-13,F,V,9.88,10.16,15.30,18.62,10,0.29,60.00,30.00,8.04,2.88,15.86,17.06
500902,BROADVIEW,2025-06-13,F,W,9.88,10.16,15.30,18.62,10,0.29,60.00,30.00,7.73,4.28,8.00,15.30
500902,BROADVIEW,2025-06-13,F,X,9.88,10.16,15.30,18.62,10,0.29,60.00,30.00,10.61,61.02,41.86,99.89
500902,BROADVIEW,2025-06-13,F,Y,9.88,10.16,15.30,18.62,10,0.29,60.00,30.00,11.63,23.93,1.68,16.30
500902,BROADVIEW,2025-06-13,F,Z,9.88,10.16,15.30,18.62,10,0.29,60.00,30.00,9.62,54.87,5.56,40.78
500939,BIG LAKE,2025-06-13,F,V,10.64,9.72,13.99,18.79,7,0.89,178.55,216.30,1.45,0.13,0.68,0.98
500939,BIG LAKE,2025-06-13,F,W,10.64,9.72,13.99,18.79,7,0.89,178.55,216.30,2.36,0.97,1.05,3.02
500939,BIG LAKE,2025-06-13,F,X,10.64,9.72,13.99,18.79,7,0.89,178.55,216.30,4.16,22.04,5.45,27.23
500939,BIG LAKE,2025-06-13,F,Y,10.64,9.72,13.99,18.79,7,0.89,178.55,216.30,10.60,24.18,1.70,16.59
500939,BIG LAKE,2025-06-13,F,Z,10.64,9.72,13.99,18.79,7,0.89,178.55,216.30,9.57,56.04,5.27,41.17
500966,BENTALIT,2025-06-13,F,V,9.55,9.88,13.22,17.20,12,0.91,181.86,221.49,1.54,0.14,0.52,0.89
