stationId,stationName,observationTime,NFDRType,fuelModelType,oneHR_TL_FuelMoisture,tenHR_TL_FuelMoisture,hundredHR_TL_FuelMoisture,thousandHR_TL_FuelMoisture,kbdi,gsi,woodyLFI_fuelMoisture,herbaceousLFI_fuelMoisture,ignitionComponent,energyReleaseComponent,spreadComponent,burningIndex
270131,BEAR BROOK,2025-06-06,O,Z,12.31,14.32,13.66,16.85,60,0.89,178.46,216.15,5.47,45.34,2.84,27.80
280071,ANCORA HOSPITAL,2025-06-06,O,V,10.25,10.11,14.61,17.27,85,0.99,198.13,247.06,0.77,0.03,0.13,0.23
280071,ANCORA HOSPITAL,2025-06-06,O,W,10.25,10.11,14.61,17.27,85,0.99,198.13,247.06,3.03,0.94,1.14,3.11
280071,ANCORA HOSPITAL,2025-06-06,O,X,10.25,10.11,14.61,17.27,85,0.99,198.13,247.06,5.58,21.83,6.48,29.37
280071,ANCORA HOSPITAL,2025-06-06,O,Y,10.25,10.11,14.61,17.27,85,0.99,198.13,247.06,14.44,26.50,2.08,18.76
280071,ANCORA HOSPITAL,2025-06-06,O,Z,10.25,10.11,14.61,17.27,85,0.99,198.13,247.06,13.89,56.70,7.33,48.22
280101,BLUE MOUNTAIN LAKES,2025-06-06,O,V,9.71,10.91,15.85,17.08,78,0.97,193.57,239.90,0.89,0.05,0.14,0.31
280101,BLUE MOUNTAIN LAKES,2025-06-06,O,W,9.71,10.91,15.85,17.08,78,0.97,193.57,239.90,1.87,0.92,0.35,1.78
280101,BLUE MOUNTAIN LAKES,2025-06-06,O,X,9.71,10.91,15.85,17.08,78,0.97,193.57,239.90,3.49,22.13,3.62,17.34
280101,BLUE MOUNTAIN LAKES,2025-06-06,O,Y,9.71,10.91,15.85,17.08,78,0.97,193.57,239.90,12.52,24.72,1.26,14.63
280101,BLUE MOUNTAIN LAKES,2025-06-06,O,Z,9.71,10.91,15.85,17.08,78,0.97,193.57,239.90,9.33,53.26,3.23,29.36
290102,ALBINO CANYON,2025-06-06,O,V,5.56,5.60,12.73,15.71,94,0.00,60.00,30.00,36.06,6.65,61.21,47.17
290102,ALBINO CANYON,2025-06-06,O,W,5.56,5.60,12.73,15.71,94,0.00,60.00,30.00,30.00,9.79,24.32,36.83
290102,ALBINO CANYON,2025-06-06,O,X,5.56,5.60,12.73,15.71,94,0.00,60.00,30.00,39.51,86.03,70.74,164.63
290102,ALBINO CANYON,2025-06-06,O,Y,5.56,5.60,12.73,15.71,94,0.00,60.00,30.00,37.10,36.60,3.00,25.82
290102,ALBINO CANYON,2025-06-06,O,Z,5.56,5.60,12.73,15.71,94,0.00,60.00,30.00,36.63,85.51,11.11,69.55
290305,BLACK MESA,2025-06-06,O,V,4.61,5.67,13.07,16.97,5,0.92,176.74,94.06,9.44,0.45,2.71,3.31
290305,BLACK MESA,2025-06-06,O,W,4.61,5.67,13.07,16.97,5,0.92,176.74,94.06,16.83,3.21,4.94,10.60
290305,BLACK MESA,2025-06-06,O,X,4.61,5.67,13.07,16.97,5,0.92,176.74,94.06,34.38,42.15,34.55,85.37
290305,BLACK MESA,2025-06-06,O,Y,4.61,5.67,13.07,16.97,5,0.92,176.74,94.06,59.65,33.16,5.40,32.41
290305,BLACK MESA,2025-06-06,O,Z,4.61,5.67,13.07,16.97,5,0.92,176.74,94.06,59.65,82.87,21.15,92.56
291002,BARTLEY,2025-06-06,O,V,6.13,7.02,13.83,16.64,5,0.76,151.79,174.25,9.31,0.99,4.93,6.23
291002,BARTLEY,2025-06-06,O,W,6.13,7.02,13.83,16.64,5,0.76,151.79,174.25,11.47,2.97,4.50,9.92
291002,BARTLEY,2025-06-06,O,X,6.13,7.02,13.83,16.64,5,0.76,151.79,174.25,23.80,41.51,32.47,82.83
291002,BARTLEY,2025-06-06,O,Y,6.13,7.02,13.83,16.64,5,0.76,151.79,174.25,36.72,32.69,3.72,27.35
291002,BARTLEY,2025-06-06,O,Z,6.13,7.02,13.83,16.64,5,0.76,151.79,174.25,38.27,76.53,15.34,77.72
291301,BRUSHY MOUNTAIN,2025-06-06,O,V,3.31,5.84,12.46,16.22,7,0.95,185.24,226.81,6.54,0.33,0.88,1.71
291301,BRUSHY MOUNTAIN,2025-06-06,O,W,3.31,5.84,12.46,16.22,7,0.95,185.24,226.81,13.81,3.18,2.35,7.53
291301,BRUSHY MOUNTAIN,2025-06-06,O,X,3.31,5.84,12.46,16.22,7,0.95,185.24,226.81,24.74,40.05,12.63,52.73
291301,BRUSHY MOUNTAIN,2025-06-06,O,Y,3.31,5.84,12.46,16.22,7,0.95,185.24,226.81,68.30,36.57,4.63,31.68
291301,BRUSHY MOUNTAIN,2025-06-06,O,Z,3.31,5.84,12.46,16.22,7,0.95,185.24,226.81,64.40,88.66,15.64,83.49
292001,BEAVERHEAD,2025-06-06,O,V,2.28,4.93,9.96,12.94,380,0.25,60.00,30.00,85.18,11.03,153.26,91.26
292001,BEAVERHEAD,2025-06-06,O,W,2.28,4.93,9.96,12.94,380,0.25,60.00,30.00,75.05,12.81,48.13,57.04
292001,BEAVERHEAD,2025-06-06,O,X,2.28,4.93,9.96,12.94,380,0.25,60.00,30.00,85.18,99.79,134.36,236.84
292001,BEAVERHEAD,2025-06-06,O,Y,2.28,4.93,9.96,12.94,380,0.25,60.00,30.00,85.18,48.35,5.84,39.67
292001,BEAVERHEAD,2025-06-06,O,Z,2.28,4.93,9.96,12.94,380,0.25,60.00,30.00,85.18,106.98,24.77,110.82
292103,BOSQUE,2025-06-06,O,V,2.46,3.55,9.96,13.10,416,0.78,139.41,89.99,55.20,4.34,47.49,34.30
292103,BOSQUE,2025-06-06,O,W,2.46,3.55,9.96,13.10,416,0.78,139.41,89.99,52.91,11.57,25.05,38.59
292103,BOSQUE,2025-06-06,O,X,2.46,3.55,9.96,13.10,416,0.78,139.41,89.99,69.09,84.69,71.65,161.06
292103,BOSQUE,2025-06-06,O,Y,2.46,3.55,9.96,13.10,416,0.78,139.41,89.99,86.83,54.65,6.29,42.92
292103,BOSQUE,2025-06-06,O,Z,2.46,3.55,9.96,13.10,416,0.78,139.41,89.99,86.83,131.92,28.29,127.74
292504,BURRO MOUNTAIN,2025-06-06,O,V,2.72,4.07,8.73,11.65,470,0.28,60.00,30.00,80.66,10.35,163.57,91.99
292504,BURRO MOUNTAIN,2025-06-06,O,W,2.72,4.07,8.73,11.65,470,0.28,60.00,30.00,73.75,13.11,52.27,60.60
292504,BURRO MOUNTAIN,2025-06-06,O,X,2.72,4.07,8.73,11.65,470,0.28,60.00,30.00,80.66,100.69,146.15,248.66
292504,BURRO MOUNTAIN,2025-06-06,O,Y,2.72,4.07,8.73,11.65,470,0.28,60.00,30.00,80.66,53.76,6.14,43.23
292504,BURRO MOUNTAIN,2025-06-06,O,Z,2.72,4.07,8.73,11.65,470,0.28,60.00,30.00,80.66,115.80,26.64,120.82
293101,BATDRAW,2025-06-06,O,V,0.56,3.48,10.25,13.31,232,0.78,132.64,145.70,88.32,5.44,84.24,50.37
293101,BATDRAW,2025-06-06,O,W,0.56,3.48,10.25,13.31,232,0.78,132.64,145.70,83.87,11.34,43.61,52.23
293101,BATDRAW,2025-06-06,O,X,0.56,3.48,10.25,13.31,232,0.78,132.64,145.70,100.00,87.33,131.31,221.78
293101,BATDRAW,2025-06-06,O,Y,0.56,3.48,10.25,13.31,232,0.78,132.64,145.70,100.00,51.72,11.83,57.30
293101,BATDRAW,2025-06-06,O,Z,0.56,3.48,10.25,13.31,232,0.78,132.64,145.70,100.00,123.47,57.31,176.82
293303,BLUEWATER RIDGE,2025-06-06,O,V,4.19,8.06,14.48,13.29,140,0.17,60.00,30.00,57.05,8.29,103.07,64.98
293303,BLUEWATER RIDGE,2025-06-06,O,W,4.19,8.06,14.48,13.29,140,0.17,60.00,30.00,45.16,10.01,37.06,44.20
293303,BLUEWATER RIDGE,2025-06-06,O,X,4.19,8.06,14.48,13.29,140,0.17,60.00,30.00,59.21,87.63,106.80,198.48
293303,BLUEWATER RIDGE,2025-06-06,O,Y,4.19,8.06,14.48,13.29,140,0.17,60.00,30.00,54.97,39.85,4.19,31.34
293303,BLUEWATER RIDGE,2025-06-06,O,Z,4.19,8.06,14.48,13.29,140,0.17,60.00,30.00,56.45,83.56,17.32,83.92
300011,ALBANY PINE BUSH,2025-06-06,O,V,10.84,11.99,14.34,17.72,56,0.95,189.97,234.24,0.96,0.06,0.26,0.43
300011,ALBANY PINE BUSH,2025-06-06,O,W,10.84,11.99,14.34,17.72,56,0.95,189.97,234.24,1.85,0.75,0.56,2.02
300011,ALBANY PINE BUSH,2025-06-06,O,X,10.84,11.99,14.34,17.72,56,0.95,189.97,234.24,3.46,20.35,5.62,23.79
300011,ALBANY PINE BUSH,2025-06-06,O,Y,10.84,11.99,14.34,17.72,56,0.95,189.97,234.24,10.31,23.75,1.62,15.74
300011,ALBANY PINE BUSH,2025-06-06,O,Z,10.84,11.99,14.34,17.72,56,0.95,189.97,234.24,8.53,50.75,5.39,38.00
300971,BOLTER CREEK,2025-06-06,O,V,17.68,20.07,16.27,16.32,52,1.00,200.00,250.00,0.00,0.00,0.00,0.00
300971,BOLTER CREEK,2025-06-06,O,W,17.68,20.07,16.27,16.32,52,1.00,200.00,250.00,0.00,0.00,0.00,0.00
300971,BOLTER CREEK,2025-06-06,O,X,17.68,20.07,16.27,16.32,52,1.00,200.00,250.00,0.58,6.54,3.16,12.13
300971,BOLTER CREEK,2025-06-06,O,Y,17.68,20.07,16.27,16.32,52,1.00,200.00,250.00,1.54,13.86,1.09,10.21
300971,BOLTER CREEK,2025-06-06,O,Z,17.68,20.07,16.27,16.32,52,1.00,200.00,250.00,1.34,19.18,3.11,19.60
313302,7 MILE RIDGE,2025-06-06,O,V,8.77,8.74,14.80,17.42,94,1.00,200.00,250.00,1.14,0.03,0.16,0.26
313302,7 MILE RIDGE,2025-06-06,O,W,8.77,8.74,14.80,17.42,94,1.00,200.00,250.00,3.78,1.29,1.00,3.35
313302,7 MILE RIDGE,2025-06-06,O,X,8.77,8.74,14.80,17.42,94,1.00,200.00,250.00,6.92,24.88,5.63,29.24
313302,7 MILE RIDGE,2025-06-06,O,Y,8.77,8.74,14.80,17.42,94,1.00,200.00,250.00,20.76,27.72,2.44,20.41
313302,7 MILE RIDGE,2025-06-06,O,Z,8.77,8.74,14.80,17.42,94,1.00,200.00,250.00,17.93,63.26,6.91,48.63
313402,BUSICK,2025-06-06,O,V,8.67,8.88,16.17,20.12,24,1.00,200.00,250.00,0.98,0.03,0.11,0.23
313402,BUSICK,2025-06-06,O,W,8.67,8.88,16.17,20.12,24,1.00,200.00,250.00,2.49,1.32,0.42,2.30
313402,BUSICK,2025-06-06,O,X,8.67,8.88,16.17,20.12,24,1.00,200.00,250.00,4.65,25.35,2.49,20.26
313402,BUSICK,2025-06-06,O,Y,8.67,8.88,16.17,20.12,24,1.00,200.00,250.00,16.04,21.01,1.43,14.37
313402,BUSICK,2025-06-06,O,Z,8.67,8.88,16.17,20.12,24,1.00,200.00,250.00,12.60,55.91,3.34,33.37
317801,BEAUFORT,2025-06-06,O,V,10.59,10.93,19.06,20.77,116,1.00,200.00,250.00,0.64,0.02,0.10,0.17
317801,BEAUFORT,2025-06-06,O,W,10.59,10.93,19.06,20.77,116,1.00,200.00,250.00,1.88,0.81,0.49,1.95
317801,BEAUFORT,2025-06-06,O,X,10.59,10.93,19.06,20.77,116,1.00,200.00,250.00,3.62,20.59,3.02,20.13
317801,BEAUFORT,2025-06-06,O,Y,10.59,10.93,19.06,20.77,116,1.00,200.00,250.00,11.29,16.41,1.42,12.79
317801,BEAUFORT,2025-06-06,O,Z,10.59,10.93,19.06,20.77,116,1.00,200.00,250.00,9.34,44.38,3.69,31.06
319402,BACK ISLAND,2025-06-06,O,V,10.39,12.10,21.14,21.83,138,1.00,200.00,250.00,0.68,0.02,0.10,0.18
319402,BACK ISLAND,2025-06-06,O,W,10.39,12.10,21.14,21.83,138,1.00,200.00,250.00,2.20,0.72,0.73,1.92
319402,BACK ISLAND,2025-06-06,O,X,10.39,12.10,21.14,21.83,138,1.00,200.00,250.00,4.25,20.13,6.14,23.11
319402,BACK ISLAND,2025-06-06,O,Y,10.39,12.10,21.14,21.83,138,1.00,200.00,250.00,11.97,11.31,1.84,11.21
319402,BACK ISLAND,2025-06-06,O,Z,10.39,12.10,21.14,21.83,138,1.00,200.00,250.00,10.66,37.01,6.48,31.83
323536,ARROWWOOD 2,2025-06-06,O,V,7.53,7.92,14.88,16.59,82,0.98,194.49,241.34,1.58,0.08,0.22,0.46
323536,ARROWWOOD 2,2025-06-06,O,W,7.53,7.92,14.88,16.59,82,0.98,194.49,241.34,6.70,1.69,2.52,5.40
323536,ARROWWOOD 2,2025-06-06,O,X,7.53,7.92,14.88,16.59,82,0.98,194.49,241.34,11.82,28.53,13.16,44.59
323536,ARROWWOOD 2,2025-06-06,O,Y,7.53,7.92,14.88,16.59,82,0.98,194.49,241.34,28.19,30.12,3.60,25.41
323536,ARROWWOOD 2,2025-06-06,O,Z,7.53,7.92,14.88,16.59,82,0.98,194.49,241.34,29.75,68.84,15.23,71.29
336001,BLUE ROCK,2025-06-06,O,V,12.54,14.13,18.21,17.91,133,1.00,200.00,250.00,0.32,0.01,0.06,0.10
336001,BLUE ROCK,2025-06-06,O,W,12.54,14.13,18.21,17.91,133,1.00,200.00,250.00,1.03,0.33,0.35,1.02
336001,BLUE ROCK,2025-06-06,O,X,12.54,14.13,18.21,17.91,133,1.00,200.00,250.00,2.34,16.55,3.67,17.30
336001,BLUE ROCK,2025-06-06,O,Y,12.54,14.13,18.21,17.91,133,1.00,200.00,250.00,7.08,19.60,1.38,12.98
336001,BLUE ROCK,2025-06-06,O,Z,12.54,14.13,18.21,17.91,133,1.00,200.00,250.00,5.87,42.17,3.98,28.03
347701,BROKEN BOW,2025-06-06,O,V,11.77,12.01,17.10,19.21,166,1.00,200.00,250.00,0.45,0.01,0.08,0.13
347701,BROKEN BOW,2025-06-06,O,W,11.77,12.01,17.10,19.21,166,1.00,200.00,250.00,1.22,0.56,0.37,1.27
347701,BROKEN BOW,2025-06-06,O,X,11.77,12.01,17.10,19.21,166,1.00,200.00,250.00,2.60,18.20,3.59,17.68
347701,BROKEN BOW,2025-06-06,O,Y,11.77,12.01,17.10,19.21,166,1.00,200.00,250.00,8.42,21.09,1.37,13.02
347701,BROKEN BOW,2025-06-06,O,Z,11.77,12.01,17.10,19.21,166,1.00,200.00,250.00,6.61,47.35,3.90,28.88
351319,BLACK MTN RIDGE,2025-06-06,O,V,7.12,5.73,9.99,12.16,95,0.72,144.63,162.99,13.45,1.78,15.39,13.61
351319,BLACK MTN RIDGE,2025-06-06,O,W,7.12,5.73,9.99,12.16,95,0.72,144.63,162.99,9.07,3.33,4.01,9.87
351319,BLACK MTN RIDGE,2025-06-06,O,X,7.12,5.73,9.99,12.16,95,0.72,144.63,162.99,19.53,47.59,31.23,85.94
351319,BLACK MTN RIDGE,2025-06-06,O,Y,7.12,5.73,9.99,12.16,95,0.72,144.63,162.99,26.11,47.16,2.68,27.72
351319,BLACK MTN RIDGE,2025-06-06,O,Z,7.12,5.73,9.99,12.16,95,0.72,144.63,162.99,25.76,95.20,9.92,69.87
351909,BOULDER CREEK,2025-06-06,O,V,6.77,7.30,13.75,17.33,193,0.61,122.85,128.76,13.62,3.37,12.12,16.59
351909,BOULDER CREEK,2025-06-06,O,W,6.77,7.30,13.75,17.33,193,0.61,122.85,128.76,12.81,4.58,6.15,13.98
351909,BOULDER CREEK,2025-06-06,O,X,6.77,7.30,13.75,17.33,193,0.61,122.85,128.76,18.36,56.63,21.22,78.58
351909,BOULDER CREEK,2025-06-06,O,Y,6.77,7.30,13.75,17.33,193,0.61,122.85,128.76,25.07,30.19,1.90,18.87
351909,BOULDER CREEK,2025-06-06,O,Z,6.77,7.30,13.75,17.33,193,0.61,122.85,128.76,21.76,71.63,5.45,45.73
352109,BOARD HOLLOW,2025-06-06,O,V,5.26,5.30,10.67,12.83,58,0.29,60.00,30.00,46.44,6.98,103.70,58.28
352109,BOARD HOLLOW,2025-06-06,O,W,5.26,5.30,10.67,12.83,58,0.29,60.00,30.00,37.57,9.67,38.82,44.89
352109,BOARD HOLLOW,2025-06-06,O,X,5.26,5.30,10.67,12.83,58,0.29,60.00,30.00,49.29,85.68,111.13,200.67
352109,BOARD HOLLOW,2025-06-06,O,Y,5.26,5.30,10.67,12.83,58,0.29,60.00,30.00,44.84,45.36,3.99,32.87
352109,BOARD HOLLOW,2025-06-06,O,Z,5.26,5.30,10.67,12.83,58,0.29,60.00,30.00,46.01,94.93,16.92,89.79
352208,BRER RABBIT,2025-06-06,O,V,5.44,6.23,11.61,12.25,122,0.38,76.58,56.05,43.57,6.40,93.84,55.61
352208,BRER RABBIT,2025-06-06,O,W,5.44,6.23,11.61,12.25,122,0.38,76.58,56.05,34.52,9.11,33.54,41.58
352208,BRER RABBIT,2025-06-06,O,X,5.44,6.23,11.61,12.25,122,0.38,76.58,56.05,45.34,82.37,96.66,186.78
352208,BRER RABBIT,2025-06-06,O,Y,5.44,6.23,11.61,12.25,122,0.38,76.58,56.05,42.20,45.87,3.85,32.44
352208,BRER RABBIT,2025-06-06,O,Z,5.44,6.23,11.61,12.25,122,0.42,83.62,67.12,43.30,93.15,15.87,86.10
352330,BOARD CREEK,2025-06-06,O,V,4.90,6.07,11.66,13.10,70,0.47,93.46,82.58,29.43,5.23,31.11,31.32
352330,BOARD CREEK,2025-06-06,O,W,4.90,6.07,11.66,13.10,70,0.47,93.46,82.58,24.57,8.29,12.45,25.41
352330,BOARD CREEK,2025-06-06,O,X,4.90,6.07,11.66,13.10,70,0.47,93.46,82.58,33.29,75.14,38.33,117.46
352330,BOARD CREEK,2025-06-06,O,Y,4.90,6.07,11.66,13.10,70,0.47,93.46,82.58,40.16,44.30,2.68,27.07
352330,BOARD CREEK,2025-06-06,O,Z,4.90,6.07,11.66,13.10,70,0.47,93.46,82.58,37.58,93.74,8.92,66.47
352416,BLUE CANYON,2025-06-06,O,V,5.18,7.77,11.36,12.91,125,0.13,60.00,30.00,41.77,7.07,73.53,52.68
352416,BLUE CANYON,2025-06-06,O,W,5.18,7.77,11.36,12.91,125,0.13,60.00,30.00,34.12,9.12,28.17,38.59
352416,BLUE CANYON,2025-06-06,O,X,5.18,7.77,11.36,12.91,125,0.13,60.00,30.00,44.87,83.41,81.73,174.38
352416,BLUE CANYON,2025-06-06,O,Y,5.18,7.77,11.36,12.91,125,0.13,60.00,30.00,41.74,43.96,3.36,29.94
352416,BLUE CANYON,2025-06-06,O,Z,5.18,7.77,11.36,12.91,125,0.13,60.00,30.00,41.79,89.94,12.95,77.45
352553,BRUSH CREEK,2025-06-06,O,V,7.69,7.10,14.34,17.37,197,0.73,146.60,166.09,5.02,1.54,2.21,5.28
352553,BRUSH CREEK,2025-06-06,O,W,7.69,7.10,14.34,17.37,197,0.73,146.60,166.09,4.34,2.81,0.95,4.71
352553,BRUSH CREEK,2025-06-06,O,X,7.69,7.10,14.34,17.37,197,0.73,146.60,166.09,9.66,43.70,7.89,44.23
352553,BRUSH CREEK,2025-06-06,O,Y,7.69,7.10,14.34,17.37,197,0.73,146.60,166.09,18.60,29.47,1.41,16.47
352553,BRUSH CREEK,2025-06-06,O,Z,7.69,7.10,14.34,17.37,197,0.73,146.60,166.09,13.86,69.72,2.96,34.70
352711,BADGER CREEK,2025-06-06,O,V,5.38,6.78,12.66,13.41,78,0.00,60.00,30.00,26.98,6.85,33.78,36.28
352711,BADGER CREEK,2025-06-06,O,W,5.38,6.78,12.66,13.41,78,0.00,60.00,30.00,23.54,9.13,14.76,28.72
352711,BADGER CREEK,2025-06-06,O,X,5.38,6.78,12.66,13.41,78,0.00,60.00,30.00,31.35,83.23,43.92,131.08
352711,BADGER CREEK,2025-06-06,O,Y,5.38,6.78,12.66,13.41,78,0.00,60.00,30.00,32.68,41.40,2.29,24.41
352711,BADGER CREEK,2025-06-06,O,Z,5.38,6.78,12.66,13.41,78,0.00,60.00,30.00,29.54,86.56,7.12,57.68
352813,BALD KNOB,2025-06-06,O,V,7.93,6.98,14.00,17.56,78,0.98,193.04,239.07,2.20,0.08,0.48,0.67
352813,BALD KNOB,2025-06-06,O,W,7.93,6.98,14.00,17.56,78,0.98,193.04,239.07,4.58,1.70,1.34,4.16
352813,BALD KNOB,2025-06-06,O,X,7.93,6.98,14.00,17.56,78,0.98,193.04,239.07,8.23,28.26,11.36,33.36
352813,BALD KNOB,2025-06-06,O,Y,7.93,6.98,14.00,17.56,78,0.98,193.04,239.07,27.50,28.37,3.64,24.40
352813,BALD KNOB,2025-06-06,O,Z,7.93,6.98,14.00,17.56,78,0.98,193.04,239.07,21.28,67.43,11.31,55.07
352916,AGNESS2,2025-06-06,O,V,4.67,5.72,12.03,14.15,646,0.94,183.24,223.66,6.64,0.34,1.26,2.03
352916,AGNESS2,2025-06-06,O,W,4.67,5.72,12.03,14.15,646,0.94,183.24,223.66,17.44,5.91,6.46,15.86
352916,AGNESS2,2025-06-06,O,X,4.67,5.72,12.03,14.15,646,0.94,183.24,223.66,33.66,57.63,35.41,98.97
352916,AGNESS2,2025-06-06,O,Y,4.67,5.72,12.03,14.15,646,0.94,183.24,223.66,61.59,48.60,6.78,43.08
352916,AGNESS2,2025-06-06,O,Z,4.67,5.72,12.03,14.15,646,0.94,183.24,223.66,61.59,116.27,23.86,115.24
353040,BUCKEYE,2025-06-06,O,V,5.24,6.10,12.64,13.68,173,0.97,190.61,235.25,3.56,0.16,0.45,0.90
353040,BUCKEYE,2025-06-06,O,W,5.24,6.10,12.64,13.68,173,0.97,190.61,235.25,6.99,2.77,1.18,5.06
353040,BUCKEYE,2025-06-06,O,X,5.24,6.10,12.64,13.68,173,0.97,190.61,235.25,12.42,35.58,6.13,35.67
353040,BUCKEYE,2025-06-06,O,Y,5.24,6.10,12.64,13.68,173,0.97,190.61,235.25,40.93,40.09,2.86,26.43
353040,BUCKEYE,2025-06-06,O,Z,5.24,6.10,12.64,13.68,173,0.97,190.61,235.25,33.04,89.02,7.67,59.51
353044,BURNT RIDGE,2025-06-06,O,V,6.33,6.61,13.38,16.61,206,0.98,193.54,239.85,2.94,0.10,0.48,0.75
353044,BURNT RIDGE,2025-06-06,O,W,6.33,6.61,13.38,16.61,206,0.98,193.54,239.85,7.19,2.70,1.82,5.96
353044,BURNT RIDGE,2025-06-06,O,X,6.33,6.61,13.38,16.61,206,0.98,193.54,239.85,12.47,35.05,8.93,40.83
353044,BURNT RIDGE,2025-06-06,O,Y,6.33,6.61,13.38,16.61,206,0.98,193.54,239.85,40.53,34.05,4.20,29.52
353044,BURNT RIDGE,2025-06-06,O,Z,6.33,6.61,13.38,16.61,206,0.98,193.54,239.85,32.67,82.66,10.76,67.27
353213,ACORN WOMAN PEAK,2025-06-06,O,V,7.37,7.68,12.86,14.66,94,0.92,177.34,214.38,4.19,0.27,1.47,1.98
353213,ACORN WOMAN PEAK,2025-06-06,O,W,7.37,7.68,12.86,14.66,94,0.92,177.34,214.38,7.53,2.07,3.33,7.02
353213,ACORN WOMAN PEAK,2025-06-06,O,X,7.37,7.68,12.86,14.66,94,0.92,177.34,214.38,12.68,30.88,15.50,50.11
353213,ACORN WOMAN PEAK,2025-06-06,O,Y,7.37,7.68,12.86,14.66,94,0.92,177.34,214.38,34.03,37.08,4.78,32.43
353213,ACORN WOMAN PEAK,2025-06-06,O,Z,7.37,7.68,12.86,14.66,94,0.92,177.34,214.38,30.14,78.76,15.46,78.43
353230,BUCKHORN SPRINGS,2025-06-06,O,V,4.91,5.49,11.72,12.67,141,0.91,174.68,210.21,7.38,0.53,1.75,2.91
353230,BUCKHORN SPRINGS,2025-06-06,O,W,4.91,5.49,11.72,12.67,141,0.91,174.68,210.21,11.01,3.45,2.41,7.95
353230,BUCKHORN SPRINGS,2025-06-06,O,X,4.91,5.49,11.72,12.67,141,0.91,174.68,210.21,18.86,40.21,11.86,51.36
353230,BUCKHORN SPRINGS,2025-06-06,O,Y,4.91,5.49,11.72,12.67,141,0.91,174.68,210.21,48.43,44.30,3.73,31.46
353230,BUCKHORN SPRINGS,2025-06-06,O,Z,4.91,5.49,11.72,12.67,141,0.91,174.68,210.21,44.50,96.10,12.07,76.93
353342,BLACK ROCK,2025-06-06,O,V,4.94,6.03,11.84,14.79,148,0.13,60.00,30.00,27.96,7.35,32.60,34.51
353342,BLACK ROCK,2025-06-06,O,W,4.94,6.03,11.84,14.79,148,0.13,60.00,30.00,24.83,9.73,14.47,28.38
353342,BLACK ROCK,2025-06-06,O,X,4.94,6.03,11.84,14.79,148,0.13,60.00,30.00,33.25,85.95,42.98,129.42
353342,BLACK ROCK,2025-06-06,O,Y,4.94,6.03,11.84,14.79,148,0.13,60.00,30.00,36.94,38.77,2.21,23.27
353342,BLACK ROCK,2025-06-06,O,Z,4.94,6.03,11.84,14.79,148,0.13,60.00,30.00,32.07,86.95,6.83,56.66
353428,BROWNS WELL,2025-06-06,O,V,4.05,5.26,10.39,11.43,96,0.59,84.35,68.26,63.02,6.73,128.74,66.92
353428,BROWNS WELL,2025-06-06,O,W,4.05,5.26,10.39,11.43,96,0.59,84.35,68.26,50.38,10.09,40.78,47.98
353428,BROWNS WELL,2025-06-06,O,X,4.05,5.26,10.39,11.43,96,0.59,84.35,68.26,62.42,84.69,118.73,208.77
353428,BROWNS WELL,2025-06-06,O,Y,4.05,5.26,10.39,11.43,96,0.59,84.35,68.26,64.13,51.04,6.43,43.26
353428,BROWNS WELL,2025-06-06,O,Z,4.05,5.26,10.39,11.43,96,0.59,84.35,68.26,64.13,104.66,24.82,112.01
353501,ALLISON,2025-06-06,O,V,4.73,6.79,12.03,13.80,55,0.47,60.00,30.00,36.98,7.61,56.20,45.70
353501,ALLISON,2025-06-06,O,W,4.73,6.79,12.03,13.80,55,0.47,60.00,30.00,32.05,9.94,23.75,34.75
353501,ALLISON,2025-06-06,O,X,4.73,6.79,12.03,13.80,55,0.47,60.00,30.00,42.53,87.07,69.83,160.01
353501,ALLISON,2025-06-06,O,Y,4.73,6.79,12.03,13.80,55,0.47,60.00,30.00,45.34,41.84,3.46,29.35
353501,ALLISON,2025-06-06,O,Z,4.73,6.79,12.03,13.80,55,0.47,60.00,30.00,40.47,89.79,11.09,69.29
353520,BASQUE HILLS,2025-06-06,O,V,3.82,4.72,8.50,9.76,99,0.86,160.03,30.00,50.89,4.78,77.90,44.77
353520,BASQUE HILLS,2025-06-06,O,W,3.82,4.72,8.50,9.76,99,0.86,160.03,30.00,28.28,4.46,13.81,19.63
353520,BASQUE HILLS,2025-06-06,O,X,3.82,4.72,8.50,9.76,99,0.86,160.03,30.00,44.28,54.80,56.79,120.51
353520,BASQUE HILLS,2025-06-06,O,Y,3.82,4.72,8.50,9.76,99,0.86,160.03,30.00,60.91,58.64,5.56,43.12
353520,BASQUE HILLS,2025-06-06,O,Z,3.82,4.72,8.50,9.76,99,0.86,160.03,30.00,59.92,115.71,21.73,110.35
353522,BALD MTN,2025-06-06,O,V,5.17,5.16,9.22,10.60,57,0.92,176.88,30.00,34.72,2.83,58.54,30.07
353522,BALD MTN,2025-06-06,O,W,5.17,5.16,9.22,10.60,57,0.92,176.88,30.00,13.59,3.12,5.15,10.79
353522,BALD MTN,2025-06-06,O,X,5.17,5.16,9.22,10.60,57,0.92,176.88,30.00,28.33,42.73,37.52,89.11
353522,BALD MTN,2025-06-06,O,Y,5.17,5.16,9.22,10.60,57,0.92,176.88,30.00,47.11,54.22,4.66,38.34
353522,BALD MTN,2025-06-06,O,Z,5.17,5.16,9.22,10.60,57,0.92,176.88,30.00,45.45,107.38,17.65,96.88
